turner	proto_headword	proto_accent_nucleus	proto_nuclei	source_glosses	palula	gil	koh	gur	Astor	dr	bro	source_rows	proto_entry
3832	kharvá	2	2	left (direction)		khábo	khábooto	khái	kháau			gil:1074; koh:1075; gur:1077; Astor:1078	3832 kharvá (RV. ákharva-) 'mutilated, imperfect' TS., 'dwarfish' lex., khárvaka- AV., khalvāṭa- 'bald' Bhartr̥. ['Defective' word, cf. *karva- beside Av. kaurva- 'bald' ('short' H. W. Bailey BSOS vi 598 ff.), Pers. karve 'decayed teeth' ← Sogd. krw- W. B. Henning BSOS x 96. EWA i 304 rejects non-IE. origin, but if they are connected with kárvati, khárvati, gárvati 'is haughty' Dhātup., there is the characteristic interchange of initial in such words.]
3865	khā́dati	1	3	to eat	khóo [to eat]	khoók	khoón	khoónu	khoónu			gil:889; koh:890; gur:891; Astor:892	3865 khā́dati 'chews, bites' RV., 'eats' ŚBr. 2. Pp. khāditá- ŚBr. 3. Caus. khādayati Mn. 4. Pass. khādyatē Mr̥cch. [√khād]
4336	gōṣṭhá	2	2	house	ghoóṣṭ [house, home]	góoṭ	góoṣ	góoṣ	goóṣ			gil:314; koh:315; gur:316; Astor:317	4336 gōṣṭhá m. 'cow-house' RV., 'meeting place' MBh. 2. *gōstha-. [gṓ-, stha-]
4368	grā́ma	1	2	village	ghróom [village; permanent settlement (in contrast with sóon 'summer pasture'); Ashret proper, also atshareét xaás]				giróom			Astor:379	4368 grā́ma m. 'troop, village' RV., °aka- m. MBh.
4501	ghr̥tá	2	2	ghee	ghiíṛ [ghee; semi-liquid butter (used for cooking)]	gií	gií	gií	gií			gil:297; koh:298; gur:299; Astor:300	4501 ghr̥tá n. 'fluid grease, clarified butter or ghee' RV. [√ghr̥¹]
4655	catvā́raḥ	2	3	four	čúur [four]	cáar	cáar	cáar	cáar			gil:1036; koh:1037; gur:1038; Astor:1039	4655 catvā́raḥ m. pl. 'four' RV. 2. catvā́ri n. pl. 3. catúraḥ m. acc. pl. [catur-]
4701	cárman	1	2	skin		com	com	com	com			gil:123; koh:124; gur:125; Astor:126	4701 cárman n. 'hide, skin' RV.
5110	jantú	2	2	snake	ǰhanduraá [snake]	jon	judraá	jon	jon			gil:761; gur:762; Astor:763; koh:764	5110 jantú m. 'offspring, creature, man' RV., 'any animal of lowest order, insect, worm' Mn. 2. *jantī-. [√jan]
5198	jā́mātr̥	1	3	son-in-law	ǰhaamatroó [son-in-law; daughter's husband]	jamac̣oó	jamc̣ó	jaməc̣óo	jamac̣óo			gil:235; koh:236; gur:237; Astor:238	5198 jā́mātr̥ m. 'daughter's husband' RV. 2. *jāmātra-, °aka-.
5228	jihvā́	2	2	tongue	ǰip [tongue]	jib	jip	jip	jip			gil:139; koh:140; gur:141; Astor:142	5228 jihvā́ f. 'tongue' RV. 2. juhū́- f. RV.
5301	jyṓtsnā	1	2	moon	yúun [moon; month]	yúun	yúun	yúun	yúun			gil:404; koh:405; gur:406; Astor:407	5301 jyṓtsnā f. 'moonlit night' TBr., 'moonlight' MBh. 2. *yōtsnā- (dissimilated from *dyōtsnā- ?).
5637	taṇḍulá	3	3	rice (paddy)			talúuṇ					koh:1417	5637 taṇḍulá m. 'grain, esp. rice, after threshing and winnowing' AV. [Perh. of similar non-Aryan (Drav. Bloch BSOS v 737 or, less probably, Austro-as. S.K. Chatterji ZII ix 32) as *cāmala- cf. esp. forms in K. B. Si.]
5679	taptá	2	2	hot	táatu [hot]	taáto	táto	tátu	tátto			gil:1060; koh:1061; gur:1062; Astor:1063	5679 taptá 'heated, hot' RV. [√tap]
5806	tiktá	2	2	bitter		c̣íṭo	cíṭo	cíṭu	c̣íṭo			gil:986; koh:987; gur:988; Astor:989	5806 tiktá 'pungent, bitter' MBh., tiktaka- R. [√tij]
5839	tīkṣṇá	2	2	sharp	tíiṇu [sharp]	tíino	tíiṇo	tíiṇu	tíiṇo			gil:1129; koh:1130; gur:1131; Astor:1132	5839 tīkṣṇá 'sharp' RV., 'hot, pungent' MBh. 2. *trīkṣṇa- 'sharp', Tibetan-Sanskrit Dictionary of Dīrghāyu Indrajina folio 98 a 3 has trīkṣṇaṁ = rnaba 'sharp' (H. W. Bailey): prob. X tr̥ṣṭá- (AO xix 95 tīkṣṇá- &gt; *tīkṣra- &gt; *trīkṣa-). [√tij]
5889	tuvám	2	2	you (sg.)	tu [you (2sg nom subject or direct object)]	tu	tu					gil:1303; koh:1305	5889 tuvám (metr.), tvám 'thou'. 2. Acc. tuvā́m (metr.), tvā́m. 3. Inst. tvā́ 4. Gen. táva. 5. Dat. túbhya{m} RV.
5994	tráyaḥ	1	2	three	tróo [three]	c̣ée	c̣ée		c̣ée			gil:1162; koh:1163; Astor:1165	5994 tráyaḥ nom. m. 'three' RV. 2. *trāyaḥ cf. Av. θrāyō NTS xii 131. 3. trī́ṇi nom. acc. n. RV. 4. trīṇā́m gen. m. n. [tri-]
6119	dákṣiṇa	1	3	right (direction)	deec̣híṇu [right]	dac̣híno	dac̣híṇo	dac̣íṇu	daṣínu			gil:1112; koh:1114; gur:1115; Astor:1116	6119 dákṣiṇa 'right (hand)' RV., 'southern' AV. [√dakṣ]
6152	dánta	1	2	tooth	dáand [tooth]	don	don	don	don			gil:143; koh:144; gur:145; Astor:146	6152 dánta m. 'tooth' RV. [dánt- RV.]
6227	dáśa	1	2	ten	dáaš [ten]	day	dáai	dái	dái			gil:1149; koh:1150; gur:1151; Astor:1152	6227 dáśa 'ten' RV.
6260	dā́tra	1	2	sickle					dáli			Astor:366	6260 dā́tra² n. 'knife, sickle' RV. 2. *dātrī- of which dāti- f. Gal. is MIA. form. [Northern word Pat. MBhāṣ. i 9, 27 which may account for NW forms in H. and Brj. — √dō]
6273	dāntá	2	2	bull				dóonu				gur:659	6273 dāntá 'tamed' TBr., m. 'tamed ox' Rājat. [√dam]
6333	divasá	3	3	day	deés [day; point in time]	déez	deés	dées	déez			gil:448; koh:449; gur:450; Astor:451	6333 divasá m. 'heaven' TBr., 'day' MBh. [√div¹]
6368	dīrghá	2	2	long	dhrígu [long, tall]	j̣ígo	ẓígo	j̣ígu				gil:1079; koh:1080; gur:1081	6368 dīrghá 'long, tall, deep' RV. [~ *draṅgha-¹]
6391	dugdhá	2	2	milk		dut	dut	dut	dut			gil:339; koh:340; gur:341; Astor:342	6391 dugdhá n. 'milk' AV. [√duh]
6481	duhitŕ̥	3	3	daughter	dhií [daughter]	dií	dií	dií	diíh			gil:165; koh:166; gur:167; Astor:168	6481 duhitŕ̥ f. 'daughter' RV.
6495	dūrá	2	2	far	dhúura [far away; away]	duúr	dúur	dúur	dúur			gil:1344; koh:1345; gur:1346; Astor:1347	6495 dūrá 'distant' RV., n. 'distance' ŚBr., dūrám, dūrḗ adv. 'far away' RV. [~ *dūna-². — √du³]
6658	dvā́daśa	1	3	twelve	bóoš [twelve]	báay	báai	báai	báai			gil:1171; koh:1172; gur:1173; Astor:1174	6658 dvā́daśa 'twelve' RV. 2. duvā́daśa RV.
6849	dhūmá	2	2	smoke	dhuumíi [smoke, fume]	duúm	duúm	duúm	duúm			gil:367; koh:368; gur:369; Astor:370	6849 dhūmá m. 'smoke, vapour, mist' RV. 2. dhūmikā- f. 'smoke' Kathās., 'fog' lex., or *dhūmiyā-, dhūmyā- f. 'thick cloud of smoke' Mālatīm.
6906	ná	1	1	not	na [not; don't]		na					koh:1217	6906 ná 'not' RV.
6920	nakhará	3	3	fingernail		nóoro	núuro	nóor	nóor			gil:58; koh:59; gur:60; Astor:61	6920 nakhará 'shaped like a claw' ŚBr., m.n. 'claw' Pañcat., 'nail-scratch' Cat. [nakhá-]
6983	náva	1	2	new	náawu [new]	naáwo	nóo~	náa~	náu~			gil:1088; koh:1089; gur:1090; Astor:1091	6983 náva¹ 'new, young' RV., navaka-¹ Vās.
6984	náva	1	2	nine	núu [nine]	naw		náu	náu			gil:1092; gur:1094; Astor:1095	6984 náva² 'nine' RV.
7067	nā́man	1	2	name	nóo [name]	nóom	núum	nóom	nóom			gil:218; koh:219; gur:220; Astor:221	7067 nā́man n. 'name' RV.
7200	nidrā́	2	2	sleep	níindra [sleep]	nir						gil:1433	7200 nidrā́ f. 'sleep' RV. [√drai]
7563	nī́la	1	2	green	níilu [green, blue]	níilo	níilo	níilu	níilu			gil:1056; koh:1057; gur:1058; Astor:1059	7563 nī́la 'dark blue, dark green, black' RV., nīlaka- lex. 2. nī́la- n. 'blue substance' ŚBr., 'indigo' Yājñ.
7627	pakṣá	2	2	feather				páṭu				gur:693	7627 pakṣá m. 'wing, feather, fin, shoulder, side' RV., 'side of a building' AV., 'party, troop' MBh., pákṣas- n. 'side' RV., 'side of door' VS., pakṣaka- m. 'side' Śiś., 'fan' Gal.
7655	páñca	1	2	five	páanǰ [five]	poš	poš	po~š	po~š			gil:1028; koh:1029; gur:1030; Astor:1031	7655 páñca 'five'.
7662	páñcadaśa	1	4	fifteen	panǰíiš [fifteen]	panzéy						gil:1024	7662 páñcadaśa 'fifteen' RV.
7733	páttra	1	2	leaf		páṭo	páṭho	páṭu	páṭo			gil:814; koh:815; gur:816; Astor:817	7733 páttra n. 'wing-feather' VS., 'wing' (in cmpd.) RV., 'leaf, petal' KātyŚr., 'leaf of book' Kāv., °traka- m.n. lex., °trikā- f. Kāv. [&lt; earlier pátra- Wackernagel AiGr ii 2, 855. — See also paṭṭa-¹. — √pat]
7785	pánthā	1	2	path	páand [path, road]	pon	pon	pon	pon			gil:344; koh:345; gur:346; Astor:347	7785 pánthā m. 'path, road' RV.
