source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX000269	f_pcg5bw5co4q3g	source-key alias	basaánd	spring; can also refer more specifically to the first part of spring (a 40-day period) when days are warmer and plants begin to grow and flowers blossom (appr. 1 Apr-10 May)	noun m Palula-noun-class-a	second-mora	11439	vasantá-	3	3	vasantá- 'spring season (masc)' (T: 11439)	Inflection: a-decl (Obl, pl): basandá; Morphemic form: basánd
liljegren-LX000271	f_l4yb3btzfu7am	source-key alias	batshaár	calf that can plough but is not yet full-grown (2-4 years old)	noun m Palula-noun-class-a	second-mora	11241	vatsatará-	4	4	vatsatará- 'young bull or goat before weaning or copulation (m)' (T: 11241)	Inflection: a-decl (Obl, pl): batshará
liljegren-be	f_ccry4d3af4moo	unique cited original and full etymology	be	we (1pl nom)	pron personal	implicit-short	11302	vayám	2	2	vayám 'we' (T: 11302)	
liljegren-LX000303	f_lybl5xubglnam	source-key alias	bháaru	load; burden	noun m Palula-noun-class-a	first-mora	9459	bhārá-	2	2	bhārá- 'burden, weight (masc)' (T: 9459)	Inflection: a-decl (Obl, pl): bháara
liljegren-LX000330	f_k5vmxmebg5nto	source-key alias	bhéša	to sit down, settle, stay	verb intr Palula-verb-class-T	short-or-diphthong	2245	úpaviśati	1	5	úpaviśati 'approaches; sits down' (T: 2245)	Inflection: T (Prs): bhešáanu, (Pfv): bhéṭu, (Cv): bheší, (Imp): bheš; Morphemic form: bheš-, bheṭ-
liljegren-LX000336	f_plkuwhevi6ddc	source-key alias	bhíia	to fear, be afraid of	verb intr Palula-verb-class-T	first-mora	9241	bibhḗti	2	3	bibhḗti 'fears' (T: 9241) ; bhīyatē 'fears' (T: 9515)	Inflection: T (Prs): bhiáanu, (Pfv): bhíitu, (Cv): bhiyí, (Imp): bhíi; Morphemic form: bhíi-, bhíit-
liljegren-LX000341	f_2gdmdrr3s4hq2	source-key alias	bhiiroó	male	adj	second-mora	12056	vīrá-	2	2	vīrá- 'man, hero, son; male of an animal (masc)' (T: 12056)	
liljegren-LX000342	f_wygvpdo4uqmcs	source-key alias	bhíiru	he-goat	noun m Palula-noun-class-a	first-mora	12056	vīrá-	2	2	vīrá- 'man, hero, son; male of an animal (masc)' (T: 12056)	Inflection: a-decl (Obl, pl): bhíira
liljegren-LX000343	f_6pzjkzzpb25ng	source-key alias	bhiíš	twenty; the twenty sth or people	num	second-mora	11616	vim̆śatí-	3	3	vim̆śatí- '20 (fem)' (T:11616)	Morphemic form: bhiš
liljegren-LX000373	f_ucgrbn2tbyjeq	source-key alias	bhóoša	to bark, bleat; talk (negatively)	verb intr Palula-verb-class-L-consonant	first-mora	11589	vā́śyatē	1	3	vā́śyatē 'roars, howls, bellows, lows, bleats, sings (of birds)' (T: 11589)	Inflection: L:cons (Prs): bhaašáanu, (Pfv): bheešílu, (Cv): bheeší, (Imp): bhóoš; Morphemic form: bháaš-
liljegren-LX000376	f_yhwlazudi3zrs	source-key alias	bhoóy	daughter-in-law; son's wife	noun f Palula-noun-class-irregular	second-mora	11250	vadhū́	2	2	vadhū́ 'bride, young wife; son's wife (fem)' (T: 11250)	Inflection: Irr (Obl): bhooyí, (Pl): bhooyím
liljegren-LX000385	f_cbygp6jqtngzk	source-key alias	bhróo	brother; cousin, member of one's own tribe	noun m Palula-noun-class-irregular	first-mora	9661	bhrā́tr̥-	1	2	bhrā́tr̥- 'brother (masc)' (T: 9661)	Inflection: Irr (Obl, pl): bhraaú, (Obl pl): bhraawóom, (Gen): bhraawíi; Morphemic form: bhraa-
liljegren-bhruk	f_fogv5cavco67w	unique cited original and full etymology	bhruk	kidney	noun m Palula-noun-class-a	implicit-short	12064	vr̥kká-	2	2	vr̥kká- 'kidneys (masc, du)' (T: 12064)	Inflection: a-decl (Obl, pl): -a
liljegren-LX000396	f_oksxz35ux2baq	source-key alias	bhuuǰóo	to wake (sb) up	verb tr Palula-verb-class-L-a	first-mora	9279	búdhyatē	1	3	búdhyatē 'is awakened, observes, understands' (T: 9279)	Inflection: L:a (Prs): bhuuǰaáanu, (Pfv): bhuuǰóolu, (Cv): bhuuǰaá, (Imp): bhuuǰá; Morphemic form: bhuuǰ-á-
liljegren-LX000404	f_2357lw35sowk2	source-key alias	bíi	seed	noun f Palula-noun-class-a	first-mora	9250	bíja-	1	2	bíja- 'seed, semen (neut)' (T: 9250)	Inflection: a-decl (Obl, pl): -a
liljegren-LX000405	f_z5jfyte7gpffo	source-key alias	bíi	to go, leave, move	verb intr Palula-verb-class-suppletive	first-mora	12225	vrájati	1	3	vrájati 'goes, wanders' (T: 12225) ; gatá- 'gone' (T: 4008)	Inflection: Suppl (Prs): baáanu, (Pfv Masc Sg): gúum, (Pfv Fem Sg): gíi, (Pfv Pl): gíia, (Fut 1sg): béem, (Cv): be, (Imp): ba; Morphemic form: be-, g-; Usage: Generic intransitive motion verb used in conjunct and compound verb formations
liljegren-LX000408	f_cm7aqo6wjmplu	source-key alias	bíǰi	lightning	noun f Palula-noun-class-m	short-or-diphthong	11742	vidyút-	2	2	vidyút- 'flashing; lightning (f)' (T: 11742)	Inflection: m-decl (Pl): -m
liljegren-LX000417	f_owbhgyb6dni5e	source-key alias	biṣ	poison	noun m Palula-noun-class-a	implicit-short	11968	viṣá-	2	2	viṣá- 'poison' (T: 11968)	Inflection: a-decl (Obl): -á
liljegren-LX000423	f_marye4vaqkph2	source-key alias	bóolu	(straw of) hair	noun m Palula-noun-class-a	first-mora	11572	vā́la-	1	2	vā́la- 'hair of tail, tail, hair (masc)' (T: 11572)	Inflection: a-decl (Obl, pl): bóola; Morphemic form: báal-u
liljegren-LX000426	f_iu5minc42dt7i	source-key alias	bóoš	twelve	num	first-mora	6658	dvā́daśa	1	3	dvā́daśa 'twelve' (T: 6658)	Morphemic form: báaš
liljegren-LX000428	f_lc3xzia2krdfa	source-key alias	bráam	joint	noun m Palula-noun-class-a	first-mora	9893	márman-	1	2	márman- 'vulnerable spot, vital organ; secret; limb, joint (neut)' (T: 9893)	Inflection: a-decl (Obl, pl): -a
liljegren-LX000443	f_vulqqikgw73h6	source-key alias	búǰa	to understand, realize	verb intr Palula-verb-class-T	short-or-diphthong	9279	búdhyatē	1	3	búdhyatē 'is awakened, observes, understands' (T: 9279) ; buddha- 'known, understood; awakened, conscious, wise' (T: 9276)	Inflection: T (Prs): buǰáanu, (Pfv): búdu, (Cv): buǰí, (Imp): buǰ; Morphemic form: buǰ-, bud-
liljegren-LX000489	f_fd7tddjso7t6o	source-key alias	čandíiš	fourteen	num	first-mora	4605	cáturdaśa	1	4	cáturdaśa 'fourteen' (T: 4605)	Morphemic form: čandéeš
liljegren-LX000503	f_426vehshe7i5m	source-key alias	čhaál	kid (young goat)	noun m Palula-noun-class-a	second-mora	4963	chagalá-	3	3	chagalá- 'goat (masc)' (T: 4963)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000507	f_ddazepuvjoglo	source-key alias	čhay	shade; shadow	noun f Palula-noun-class-i	implicit-short	5027	chāyā́-	2	2	chāyā́- 'shade, shadow, reflection; complexion; beauty (f)' (T: 5027)	Inflection: i-decl (Ob): -í
liljegren-LX000535	f_upl236fza7amu	source-key alias	čo	now! go ahead! let's!	interj	implicit-short	4939	cyávatē	1	3	cyávatē 'moves to and fro, retires' (T: 4939)	
liljegren-LX000545	f_xptekfyqjlqmq	source-key alias	čoór	thief	noun m Palula-noun-class-a	second-mora	4931	cōrá-	2	2	cōrá- 'thief (masc)' (T: 4931)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000552	f_gzcljjvmeylly	source-key alias	čukíi	to bite	verb tr Palula-verb-class-L-e	first-mora	4849	cukkáyati	2	4	cukkáyati 'inflicts or suffers pain' (T: 4849)	Inflection: L:e (Prs): čukáanu, (Pfv): čukílu, (Cv): čukí, (Imp): čuká; Morphemic form: čuk-é-
liljegren-LX000553	f_tql5kc4xttury	source-key alias	čúkru	sour	adj	short-or-diphthong	4850	cukrá-	2	2	cukrá- 'sour, sharp to the taste' (T: 4850)	Inflection: Reg (Fem): čúkri; Morphemic form: čukr-
liljegren-LX000564	f_6mtdurggxxe6y	source-key alias	čúur	four	num	first-mora	4655	catúraḥ	2	3	catúraḥ 'four (masc.acc.pl.)' (T: 4655)	Morphemic form: čáur
liljegren-LX000570	f_v72oq5oe2lou4	source-key alias	c̣haár	waterfall	noun f Palula-noun-class-i	second-mora	3662	kṣará-	2	2	kṣará- 'melting away; cloud (masc); water (neut)' (T: 3662)	Inflection: i-decl (Obl, pl): c̣harí; Morphemic form: c̣har-
liljegren-LX000576	f_5jp2hjpo2nqwi	source-key alias	c̣hiír	milk	noun m Palula-noun-class-a	second-mora	3696	kṣīrá-	2	2	kṣīrá- 'milk, thickened milk (neut)' (T: 3696)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000577	f_nenuu4k4tz4di	source-key alias	c̣híiri	udder (of cow)	noun f Palula-noun-class-m	first-mora	3700	kṣīrávat-	2	3	kṣīrávat- 'furnished with milk' (T: 3700)	Inflection: m-decl (Pl): -m
liljegren-LX000579	f_b5kjievwi6mm2	source-key alias	c̣híitr	field; (tilled) land	noun m Palula-noun-class-a	first-mora	3735	kṣḗtra-	1	2	kṣḗtra- 'land (neut)' (T: 3735)	Inflection: a-decl (Obl, pl): -a; Morphemic form: c̣héetr
liljegren-LX000580	f_oqt56wzbh6uyu	unique cited original and full etymology	c̣hiṇ	darkness	noun m Palula-noun-class-a	implicit-short	3690	kṣīṇá-	2	2	kṣīṇá- 'worn away; feeble' (T: 3690)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000586	f_37drmu4nvbqxi	source-key alias	c̣huúr	razor, sharp knife	noun f Palula-noun-class-a	second-mora	3727	kṣurá-	2	2	kṣurá- 'razor (m); sharp barb of arrow; (f. der.) knife, dagger' (T: 3727)	Inflection: a-decl (Obl, pl): -a
liljegren-LX000590	f_rrbogdeu657jg	source-key alias	daáǰa	to burn	verb intr Palula-verb-class-L-consonant Palula-verb-class-T	second-mora	6248	dahyátē	2	3	dahyátē 'is burnt' (T: 6248)	Inflection: T/L:cons (Prs): daǰáanu, (Pfv Masc Sg): daádu, daǰílu, (Pfv Fem Sg): deédi, daǰíli, (Cv): daǰí, (Imp): dáaǰ; Morphemic form: daǰ-, daád-
liljegren-LX000593	f_7fzbbwvnqq5lw	source-key alias	dáand	tooth	noun m Palula-noun-class-a	first-mora	6152	dánta-	1	2	dánta- 'tooth (masc)' (T: 6152)	Inflection: a-decl (Obl, pl): -a; Morphemic form: dánd
liljegren-LX000594	f_37y7iic4geeuy	source-key alias	dáand	hill side, peak, ridge	noun m Palula-noun-class-a	first-mora	6724	dhánu-	1	2	dhánu- 'dry land (fem); desert (masc)' (T: 6724)	Inflection: a-decl (Obl, pl): dandá; Morphemic form: dand
liljegren-LX000599	f_zbq6o45kmzoyk	source-key alias	dáaš	ten	num	first-mora	6227	dáśa	1	2	dáśa 'ten' (T: 6227)	Morphemic form: daš
liljegren-LX000631	f_ef4677m2cv6js	source-key alias	dawóo	to ask for sth, ask (take) sb for marriage; want	verb tr Palula-verb-class-L-a	first-mora	6276	dāpáyati	2	4	dāpáyati 'causes to be given' (T: 6276)	Inflection: L:a (Prs): dawaáanu, (Pfv): dawóolu, (Cv): dawaá, (Imp): dawá; Morphemic form: de-á-
liljegren-LX000635	f_gfwv3enm6jbls	source-key alias	deec̣híṇu	right	adj	short-or-diphthong	6119	dákṣiṇa-	1	3	dákṣiṇa- 'right (hand); southern' (T: 6119)	Inflection: Reg (Fem): deec̣híṇi; Morphemic form: deec̣híṇ-
liljegren-LX000641	f_puvr4yqeajsj4	source-key alias	deés	day; point in time	noun m Palula-noun-class-a	second-mora	6333	divasá-	3	3	divasá- 'heaven; day (masc)' (T: 6333)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000652	f_4jhbdvr5gy67e	source-key alias	dharaáṇ	ground; earth	noun f Palula-noun-class-i	second-mora	6744	dharáṇī-	2	3	dharáṇī- 'ground (fem)' (T: 6744)	Inflection: i-decl (Obl): dharaṇí; Morphemic form: dharáṇ
liljegren-LX000662	f_bzohvgjcckllm	source-key alias	dhií	daughter	noun f Palula-noun-class-a	second-mora	6481	duhitŕ̥-	3	3	duhitŕ̥- 'daughter (fem)' (T: 6481)	Inflection: a-decl (Obl, pl): dhiá
liljegren-LX000665	f_zxryi4h5p7jui	source-key alias	dhoíi	to milk (a cow, a goat, etc.)	verb tr Palula-verb-class-L-e	first-mora	6592	dōháyati	2	4	dōháyati 'causes to be milked or to give milk' (T: 6592)	Inflection: L:e (Prs): dhoáanu, (Pfv): dhoílu, (Cv): dhoí, (Imp): dhowá; Morphemic form: dho-é-
liljegren-LX000667	f_cud3ceenpai72	source-key alias	dhoóṛ	yesterday	adv temporal	second-mora	6590	dōṣá-	2	2	dōṣá- 'night, night personified (fem)' (T: 6590)	
liljegren-LX000671	f_yzdlwulp7kem2	source-key alias	dhráac̣	grape	noun f Palula-noun-class-a	first-mora	6628	drā́kṣā-	1	2	drā́kṣā- 'vine, grape (fem)' (T: 6628)	Inflection: a-decl (Obl, pl): -a; Morphemic form: dhrac̣
liljegren-LX000675	f_mlodxtfudvr26	source-key alias	dhreég	stretched out, lying	adj indecl	second-mora	6568	dairghá-	2	2	dairghá- 'length (neut)' (T: 6568)	Usage: Primarily used as a non-verb element in complex predicates.
liljegren-LX000680	f_u5326otvtzozy	source-key alias	dhrígu	long, tall	adj	short-or-diphthong	6368	dīrghá-	2	2	dīrghá- 'long, tall, deep' (T: 6368)	Inflection: Reg (Fem): dhrígi; Morphemic form: dhríg-
liljegren-LX000682	f_qkuc5sn57e4ze	source-key alias	dhrúuk	stream; streambed, gorge	noun m Palula-noun-class-a	first-mora	6429	durgá-	2	2	durgá- 'impassable; difficult passage, danger' (T: 6429)	Inflection: a-decl (Obl, pl): -a
liljegren-LX000693	f_sazczz3jtup2g	source-key alias	dhúura	far away; away	adv spatial	first-mora	6495	dūrá-	2	2	dūrá- 'distant; distance (neut)' (T: 6495)	
liljegren-LX000696	f_drydonmaob7e6	source-key alias	díi	to give, put	verb tr Palula-verb-class-T	first-mora	6141	dádāti	1	3	dádāti 'gives' (T: 6141) ; *ditta 'given' (T: 6140)	Inflection: T (Prs): dáanu, (Pfv): dítu, (Cv): de, (Imp): da; Morphemic form: de-, dit-; Usage: Used in a large number of complex predicates
liljegren-LX000703	f_mg5mx3zylkvrq	source-key alias	díir	brother-in-law; a woman's husband's brother	noun m Palula-noun-class-a	first-mora	6546	dēvará-,	3	3	dēvará-, dḗvara- 'husband's younger brother' (T: 6546)	Inflection: a-decl (Obl, pl): -a; Morphemic form: déer
liljegren-LX000704	f_p3hg4ip75suxu	source-key alias	díiš	(home) village	noun m Palula-noun-class-a	first-mora	6547	dēšá	2	2	dēšá 'point, region, part; province, country (masc)' (T: 6547)	Inflection: a-decl (Obl, pl): -a; Morphemic form: déeš
liljegren-LX000834	f_aiavbx2qrqmjm	source-key alias	eeṛó	that (agr: dist nom masc)	determiner demonstrative	short-or-diphthong	14276	ārá-	2	2	ārá- 'from a distance (pronominal stem)' (T: 14276)	
liljegren-LX000892	f_nh34cikdbtqdu	source-key alias	haál	plough	noun m Palula-noun-class-a	second-mora	14000	halá-	2	2	halá- 'plough (masc.neut)' (T: 14000)	Inflection: a-decl (Obl, pl): halá
liljegren-LX000898	f_2yhx6rvj4cszs	source-key alias	háansa	to laugh	verb intr Palula-verb-class-L-consonant	first-mora	14021	hásati	1	3	hásati 'laughs' (T: 14021)	Inflection: L:cons (Prs): hansáanu, (Pfv): hansílu, (Cv): hansí, (Imp): háans; Morphemic form: hans-
liljegren-LX000901	f_obyck2ceczkbs	source-key alias	háara	to pull, take (sb or sth) [away], abduct, bring, move	verb tr Palula-verb-class-T	first-mora	13980	hárati	1	3	hárati 'carries, brings; takes away' (T: 13980) ; hr̥tá- 'seized, taken away' (T: 14149)	Inflection: T (Prs): haráanu, (Pfv): híṛu, (Cv): harí, (Imp): háar; Morphemic form: har-, hiṛ-
liljegren-LX000903	f_oevcjtgw3t5bo	source-key alias	haát	hand	noun f Palula-noun-class-a	second-mora	14024	hásta-	1	2	hásta- 'hand (masc); forearm as measure of length' (T: 14024)	Inflection: a-decl (Obl, pl): háata; Morphemic form: hat
liljegren-LX000918	f_qzzohj7jk6vjc	source-key alias	haṇoó	egg	noun m Palula-noun-class-ee	second-mora	1111	āṇḍá-	2	2	āṇḍá- 'egg (neut); testicles; scrotum' (T: 1111)	Inflection: ee-decl (Obl, pl): haṇeé
liljegren-LX000926	f_2k6q7p4ampp7u	source-key alias	héeṛi	duck	noun f Palula-noun-class-m	first-mora	1127	ātí-	2	2	ātí- 'an aquatic bird; Turdus ginginianus (fem)' (T: 1127)	Inflection: m-decl (Pl): -m
liljegren-LX000929	f_2hpgsqsmujvso	source-key alias	heewaánd	winter	noun m Palula-noun-class-a	second-mora	14164	hēmantá-	3	3	hēmantá- 'winter' (T: 14164)	Inflection: a-decl (Obl, pl): heewandá; Morphemic form: heewand-
liljegren-LX000940	f_cxglgpuocn3ca	source-key alias	hínu	is (masc sg)	verb copula	short-or-diphthong	9416	bhávati	1	3	bhávati 'becomes, is' (T: 9416)	Inflection: Irr (Prs masc pl): hína, (Prs fem): híni, (Prs fem pl): hínim, (Pst): de; Usage: Standard copula verb, supplemented in various forms by hóonsa and bhíi
liljegren-LX000942	f_6etfrz7pmfncq	source-key alias	híṛu	heart	noun m Palula-noun-class-a	short-or-diphthong	14152	hŕ̥daya-	1	3	hŕ̥daya- 'heart (neut)' (T: 14152)	Inflection: a-decl (Obl, pl): híṛa
liljegren-LX000954	f_4qffyqlvwcaf2	unique cited original and full etymology	huṇḍ	up, up above	adv spatial	implicit-short	2426	ūrdhvá-	2	2	ūrdhvá- 'erect, being above' (T: 2426)	
liljegren-LX000992	f_syfbldorjhmje	source-key alias	iṇc̣	bear	noun m Palula-noun-class-a	implicit-short	2445	ŕ̥kṣa-	1	2	ŕ̥kṣa- 'bear (masc)' (T: 2445)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001010	f_tsrg6zuxh2o3c	source-key alias	iṣṭú	brick	noun m Palula-noun-class-a	short-or-diphthong	1600	íṣṭakā-	1	3	íṣṭakā- 'brick (f)' (T: 1600)	Inflection: a-decl (Pl): -á
liljegren-LX001014	f_y4k6pkpg463jm	source-key alias	izraáṇ	rainbow	noun f Palula-noun-class-i	second-mora	1577	indradhanúṣ-	4	4	indradhanúṣ- 'rainbow' (T: 1577)	Inflection: i-decl (Obl): izreeṇí
liljegren-LX001020	f_7cgajcw3ofv62	source-key alias	ǰáandu	alive; living (person)	adj	first-mora	5244	jīvantá-	3	3	jīvantá- 'long-lived' (T: 5244)	Inflection: Uml (Fem): ǰéendi; Morphemic form: ǰand-
liljegren-LX001021	f_t75zciilozgfi	source-key alias	ǰáanu	individual, (male) person	noun m Palula-noun-class-a	first-mora	5098	ǰána	1	2	ǰána 'race, person (masc)' (T5098)	Inflection: a-decl (Obl, pl): ǰáana
liljegren-LX001022	f_ac6wipepaczv2	source-key alias	ǰáar	fever	noun m Palula-noun-class-a	first-mora	5303	jvará-	2	2	jvará- 'fever (masc)' (T: 5303) ; *jvāra- 'burning' (T: 5311)	Inflection: a-decl (Obl): ǰará; Morphemic form: ǰar
liljegren-LX001046	f_36at26kajtpi2	source-key alias	ǰaṣṭáanguṛ	big toe	noun m Palula-noun-class-a	first-mora	5286	jyḗṣṭha-	1	2	jyḗṣṭha- 'first, chief' (T: 5286)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001062	f_rr3z2j5bvgrpk	source-key alias	ǰhanduraá	snake	noun m Palula-noun-class-i	second-mora	5110	jantú-	2	2	jantú- 'offspring, creature, man; any animal of lowest order, insect, worm (masc)' (T: 5110)	Inflection: i-decl (Pl): ǰhanduraí
liljegren-LX001063	f_mdockmkkdjzfm	source-key alias	ǰhaní	marriage; wedding	noun f Palula-noun-class-a	short-or-diphthong	5103	jáni-	1	2	jáni- 'woman, wife (fem)' (T: 5103)	Inflection: a-decl (Pl): -á
liljegren-LX001065	f_qrcbyjf3u4hkk	source-key alias	ǰhangaár	liver	noun f Palula-noun-class-i	second-mora	10394	yákr̥t-	1	2	yákr̥t- 'liver (neut)' (T: 10394)	Inflection: i-decl (Obl, pl): ǰhangarí
liljegren-LX001070	f_7bajjfx2jcndg	source-key alias	ǰhií~	(head) louse	noun f Palula-noun-class-a	second-mora	5239	jīvá-	2	2	jīvá- 'any living being, vital breath; life (masc, neut)' (T: 5239) ; yúkā- 'louse (fem)' (T: 10512)	Inflection: a-decl (Obl, pl): ǰhi~á
liljegren-LX001072	f_w64ddu37s4bl6	source-key alias	ǰhóona	to recognize, know, understand	verb tr Palula-verb-class-L-consonant	first-mora	5193	jānā́ti	2	3	jānā́ti 'knows' (T: 5193)	Inflection: L:cons (Prs): ǰhaanáanu, (Pfv): ǰheenílu, (Cv): ǰheení, (Imp): ǰhóon; Morphemic form: ǰháan-
liljegren-LX001082	f_yms6ipib7onvy	source-key alias	ǰip	tongue	noun f Palula-noun-class-i	implicit-short	5228	jihvā́-	2	2	jihvā́- 'tongue (f)' (T: 5228)	Inflection: i-decl (Obl, pl): -í
liljegren-LX001084	f_4all4wtnfs5cm	source-key alias	ǰóo	to be born, have [a child]; grow up	verb intr Palula-verb-class-L-a	first-mora	5204	jā́yatē	1	3	jā́yatē 'is born; generates' (T: 5204) ; jātá- 'born; son (masc)' (T: 5182)	Inflection: L:a (Prs): ǰaáanu, (Pfv): ǰóolu, (Cv): ǰaá; Morphemic form: ǰ-á-; Usage: Only exceptionally is the present tense used. If referring to an animal's birth, the same verb can also be used transitively.
liljegren-LX001098	f_tlhhnxieqkxe4	source-key alias	káac̣	straw; hay	noun m Palula-noun-class-a	first-mora	2589	kákṣa-	1	2	kákṣa- 'undergrowth; dead wood; grass (m)' (T: 2589)	Inflection: a-decl (Obl, pl): -a; Morphemic form: kac̣-
liljegren-LX001105	f_gvgeozgrhtvj4	source-key alias	kaál	year	noun m Palula-noun-class-a	second-mora	3084	kālá-	2	2	kālá- 'time; fixed point of time; fate, death (masc)' (T: 3084)	Inflection: a-decl (Obl, pl): -á
liljegren-LX001109	f_hbmjjzqlw2ss6	source-key alias	káamba	to shiver	verb intr Palula-verb-class-L-consonant	first-mora	2767	kámpatē-	1	3	kámpatē- 'trembles, shivers' (T: 2767)	Inflection: L:cons (Prs): kambáanu, (Pfv): kambílu, (Cv): kambí, (Imp): káamb; Morphemic form: kámb-
liljegren-LX001110	f_nr53tpjnfb66y	source-key alias	káand	shoulder	noun m Palula-noun-class-a	first-mora	13627	skandhá-	2	2	skandhá- 'shoulder, upper part of back; trunk of tree, mass (esp. of an army) (masc)' (T: 13627)	Inflection: a-decl (Obl, pl): kaná; Morphemic form: kand, kan
liljegren-LX001114	f_riwftdprddvuk	source-key alias	káaṇ	ear	noun m Palula-noun-class-a	first-mora	2830	kárṇa-	1	2	kárṇa- 'ear, handle of a vessel; end, tip(?) (masc)' (T: 2830)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001116	f_bwlq46dszubxm	source-key alias	káaṇḍu	thorn	noun m Palula-noun-class-a	first-mora	2668	káṇṭaka-	1	3	káṇṭaka- 'thorn; anything pointed' (T: 2668)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001138	f_pntoby7no6czk	source-key alias	karáaṛu	leopard; wild beast (in general)	noun m Palula-noun-class-a	first-mora	2655	káḍāra-	1	3	káḍāra- 'having projecting teeth, gaping; gaping with projecting teeth; dreadful' (T: 2655)	Inflection: a-decl (Obl, pl): karáaṛa
liljegren-LX001180	f_5n5wmapvhdwf4	source-key alias	kéengi	comb	noun f Palula-noun-class-m	first-mora	2598	kán̆kata-	1	3	kán̆kata- 'comb (m)' (T: 2598)	Inflection: m-decl (Pl): -m
liljegren-LX001185	f_ma6j5px33fee6	source-key alias	kháaṇ	mountain; mountain pass; Lowari Pass	noun m Palula-noun-class-a	first-mora	3792	khaṇḍá-	2	2	khaṇḍá- 'broken, crippled; having gaps or chasms; fragment (masc.neut)' (T: 3792) ; skandhá- 'shoulder, upper part of back; trunk of tree, mass (esp. of an army)' (T: 13627)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001194	f_widzchntklmee	source-key alias	khaṇíi	to hit, shoot	verb tr Palula-verb-class-T	first-mora	3795	kháṇḍatē	1	3	kháṇḍatē 'breaks' (T: 3795)	Inflection: T (Prs): khaṇáanu, (Pfv): khaṇíitu, (Cv): khaṇí, (Imp): khaṇá; Morphemic form: khaṇ-é-, khaṇ-íit-
liljegren-LX001200	f_y5du37vosssnu	source-key alias	khaṣíi	hoe	noun f Palula-noun-class-a	first-mora	2909	karṣí-	2	2	karṣí- 'furrowing' (T: 2909)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001211	f_dfr4ae26uwbem	source-key alias	khilaí	alone	adv manner	short-or-diphthong	3470	kḗvala-	1	3	kḗvala- 'exclusively, one's own, alone' (T: 3470)	
liljegren-LX001213	f_sgur3gm7q6qe2	source-key alias	khínǰa	to become tired	verb intr Palula-verb-class-T	short-or-diphthong	3884	khídyatē	1	3	khídyatē 'is depressed' (T: 3884) ; khinna- 'wearied' (T: 3884)	Inflection: T (Prs): khinǰáanu, (Pfv): khíndu, (Cv): khinǰí, (Imp): khinǰ; Morphemic form: khínǰ-, khínd-
liljegren-LX001217	f_5gk3xsw4hc7iq	source-key alias	khóo	to eat	verb tr Palula-verb-class-L-a	first-mora	3865	khā́dati	1	3	khā́dati 'chews, bites; eats' (T: 3865)	Inflection: L:a (Prs): khaáanu, (Pfv): khóolu, (Cv): khaá, (Imp): kha; Morphemic form: kha-
liljegren-LX001232	f_yyphpww5lh5u4	source-key alias	khuusíi	cough	verb intr Palula-verb-class-L-e	first-mora	3135	kā́satē	1	3	kā́satē 'coughs' (T: 3135)	Inflection: L:e (Prs): khuusáanu, (Pfv): khuusílu, (Cv): khuusí, (Imp): khuusá; Morphemic form: khúus-é-
liljegren-LX001245	f_zf6hpg6bh23hw	source-key alias	kiroóṛ	chest	noun m Palula-noun-class-a	second-mora	3607	krōḍá-	2	2	krōḍá- 'breast, bosom' (T: 3607)	Inflection: a-decl (Obl): -á
liljegren-LX001251	f_cvdcqs2s4pewm	source-key alias	koó	who, somebody, anybody (nom)	pron indef interr	second-mora	5274	ká-	1	1	ká- 'nom.sg.masc.' (T: 5274)	
liljegren-LX001257	f_vqyhefphhardq	source-key alias	kóok	crow	noun m Palula-noun-class-a	first-mora	2993	kā́ka-	1	2	kā́ka- 'crow (masc)' (T: 2993)	Inflection: a-decl (Obl, pl): -a; Morphemic form: káak
liljegren-LX001258	f_ajjtn2tbz5rp2	source-key alias	koomáalu	soft	adj	first-mora	3523	kōmalá-	3	3	kōmalá- 'tender, soft' (T: 3523)	Inflection: Uml (Fem): kooméeli; Morphemic form: koomál-
liljegren-LX001260	f_7indwgqabf7be	source-key alias	kóoṇ	arrow	noun m Palula-noun-class-a	first-mora	3023	kā́ṇḍa-	1	2	kā́ṇḍa- 'single joint of a plant; arrow; cluster, heap (masc.neut)' (T: 3023)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001267	f_7hyftv5pgyvaa	source-key alias	kráam	work; deed, behaviour	noun m Palula-noun-class-a	first-mora	2892	kárman-	1	2	kárman- 'act, work (neut)' (T: 2892)	Inflection: a-decl (Obl, pl): -a; Morphemic form: kram
