source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX000001	f_3p7bnlwmuvo6i	source-key alias	-á	Plural suffix (with a-declension nouns)	suffix	short-or-diphthong				0		
liljegren-LX000002	f_3p7bnlwmuvo6i	unique cited original and full etymology	-á	Causative (valence-increasing) suffix	suffix	short-or-diphthong				0		
liljegren-LX000003	f_3p7bnlwmuvo6i	unique cited original and full etymology	-á	Oblique case suffix (with a-declension nouns)	suffix	short-or-diphthong				0		
liljegren--a_1	f_hp57c66obnnkg	source-key alias	-a	Third person singular suffix	suffix	implicit-short				0		Morphemic form: -e; Restriction: Added to verb stem in Future and Past Imperfective
liljegren--a_2	f_hp57c66obnnkg	unique cited original and full etymology	-a	Plural suffix (with a-declension nouns)	suffix	implicit-short				0		
liljegren--a_3	f_hp57c66obnnkg	unique cited original and full etymology	-a	Oblique case suffix (with a-declension nouns)	suffix	implicit-short				0		
liljegren--a_4	f_hp57c66obnnkg	unique cited original and full etymology	-a	Masculine plural agreement suffix	suffix	implicit-short				0		Restriction: Added to the tense- or aspect-marked verb
liljegren--a_5	f_hp57c66obnnkg	unique cited original and full etymology	-a	Masculine non-nominative and non-singular agreement suffix	suffix	implicit-short				0		Restriction: Added to inflecting adjective stems
liljegren-LX000004	f_4lyakd27blb5w	source-key alias	-áa	Infinitive suffix added to the verb root	suffix	first-mora				0		Restriction: Usually suffixed to a complement-clause verb with a modality verb following it
liljegren-LX000005	f_va6m7whygunri	source-key alias	-aá	Converb suffix (with a-ending verb stems)	suffix	second-mora				0		Morphemic form: á-í
liljegren-LX000006	f_kk2b3ltdy3vs4	source-key alias	aabaád	dwelling	noun f Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): aabaad	Inflection: i-decl (Obl, pl): -í
liljegren-LX000007	f_tf4gcz74z5t2g	source-key alias	áabru	cloud	noun m Palula-noun-class-a	first-mora	549	abhrá-	2	2	abhrá- 'cloud, rainy weather (n, rarely m)' (T: 549)	Inflection: a-decl (Obl, pl): áabra
liljegren-LX000008	f_xz7qv5qepoavu	source-key alias	áača	to enter; come inside; move into	verb intr Palula-verb-class-T	first-mora	227	átyēti	1	3	átyēti 'comes upon, goes; enters' (T: 227)	Inflection: T (Prs): ačáanu, (Pfv): ačíitu, (Cv): ačí, (Imp): áač; Morphemic form: ač-, ač-íit-
liljegren-LX000009	f_fdbgpgbzsq5to	source-key alias	aac̣háaru	a pine tree	noun m Palula-noun-class-a	first-mora	30	*akṣadāruka-		5	*akṣadāruka- 'a partic. tree' (T: 30)	Inflection: a-decl (Obl, pl): aac̣háara
liljegren-LX000010	f_rxbwwjrwknd2c	source-key alias	áaḍu	half; half of, some of; the one half; half of the people; some of them, etc.	adj	first-mora	644	ardhá-	2	2	ardhá- 'half (masc.neut)' (T: 644)	Inflection: Uml (Fem): éeḍi; Morphemic form: aḍ-
liljegren-LX000011	f_nrybnibolksvk	source-key alias	áahoola	repeatedly, again and again; continuously	adv manner	first-mora				0		
liljegren-LX000012	f_iy427fbg25vz2	source-key alias	aaindá	in the future; next time, another time	adv temporal loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): aayanda, aainda	
liljegren-LX000013	f_llss66zccqc7a	source-key alias	aáǰ	today	adv temporal	second-mora	242	adyá	2	2	adyá 'today' (T: 242)	
liljegren-LX000014	f_5n7gu6albhegu	source-key alias	aáǰ tií	until today	multiword-expression	multiple				0		
liljegren-LX000015	f_xtisk4stv2mus	source-key alias	aaǰíi baád	after today	multiword-expression	multiple				0		
liljegren-LX000016	f_zpqvuulq3s6ig	source-key alias	aaǰíi niigiraá	from today	multiword-expression	multiple				0		
liljegren-LX000017	f_jlh4yegxyw63s	source-key alias	aáǰkal	nowadays	adv temporal loanword loan:Urdu	second-mora		Origin:		2	Origin: Urdu: aaǰ-kal	
liljegren-LX000018	f_6ooztl6qyvw6q	source-key alias	aaǰúku	today's	adj	short-or-diphthong				0		Inflection: Reg (Fem): aaǰúki
liljegren-LX000019	f_ndm7sgvqas5h2	source-key alias	áak	one; one (person), someone	num	first-mora	2462	*ēkka-		2	*ēkka- 'one' (T: 2462)	Morphemic form: ak
liljegren-LX000020	f_ol4gcmoqbmzts	source-key alias	áak	a, an; a certain	determiner	first-mora				0		Morphemic form: ak
liljegren-LX000021	f_ib7kb2mnuvoq2	source-key alias	áak thiáaḍu	one and a half	multiword-expression	multiple				0		Inflection: Uml (Fem): áak thiéeḍi
liljegren-LX000022	f_xkiq5kg4wkkuw	source-key alias	aakáak	one each	num	first-mora				0		
liljegren-LX000023	f_7zi4kqztmq4tw	source-key alias	aakaaghuúṛ	thunder	noun f	second-mora				0		
liljegren-LX000024	f_tzojm3zzdht3y	source-key alias	aakatí	some; a few	num indef interr	short-or-diphthong				0		Morphemic form: ak-katí
liljegren-LX000025	f_wq3tibqeiyica	source-key alias	aalmaarí	cupboard	noun f Palula-noun-class-a loanword loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu: almaarii	Inflection: a-decl (Pl): -á
liljegren-LX000026	f_nn6q2hvp3jjk2	source-key alias	aalúg	potato	noun m Palula-noun-class-aan loanword loan:Pashto loan:Urdu	short-or-diphthong		Origin:		2	Origin: Pashto (Urdu): aluu, aluugaan	Inflection: aan-decl (Obl): -á, (Pl): -aán
liljegren-LX000027	f_sl3evmk4wf46u	source-key alias	aám	ordinary, common	adj indecl loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): aam	
liljegren-LX000028	f_6psaopg2pjr64	source-key alias	aambúr	instrument to pull out teeth or nails	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX000029	f_x6oy4clhnpq24	source-key alias	aamburíi	rub; wrinkle	verb tr Palula-verb-class-L-e	first-mora	1252	*āmārayati		5	*āmārayati 'rubs' (T: 1252)	Inflection: L:e (Prs): aamburáanu, (Pfv): aamburílu, (Cv): aamburí, (Imp): aamburá; Morphemic form: aambúr-é-
liljegren-LX000030	f_cc5hbj6fbato6	source-key alias	aambúuṛu	grain sack (a large measure)	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): áambúuṛa
liljegren-LX000031	f_y2b6ea5djfxly	source-key alias	aamúuṣa	to forget	verb tr Palula-verb-class-T	first-mora	1265	āmr̥ṣyate		4	āmr̥ṣyate ; *āmr̥ṣṭa- 'bears patiently' (T: 1265)	Inflection: T (Prs): aamuṣáanu, (Pfv): aamúuṣṭu, (Cv): aamuṣí, (Imp): aamúuṣ; Morphemic form: aamúṣ-, aamúuṣṭ-
liljegren-LX000032	f_nh6kajyczhia6	source-key alias	aamúuṣṭu	forgot (masc sg)	verb tr	first-mora				0		
liljegren-LX000033	f_fy3jmhpfxwvtg	source-key alias	-áan	Present tense suffix	suffix	first-mora				0		Morphemic form: -án; Restriction: Invariably followed by a gender/number agreement suffix
liljegren-LX000034	f_dhdlwgl2dop7q	source-key alias	-aán	Plural suffix (with aan-declension nouns)	suffix	second-mora				0		
liljegren-LX000035	f_wiqz6rww7rfos	unique cited original and full etymology	-áand	Present tense suffix (with a closed class of (motion) verbs followed by masculine agreement suffix)	suffix	first-mora				0		
liljegren-LX000036	f_a2hezrauojyf2	source-key alias	aandáaru	intestine; guts	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): aandáara
liljegren-LX000037	f_rvdmm5dtmqrjk	source-key alias	áangu	sickle	noun m Palula-noun-class-a	first-mora	100	anká-	2	2	anká- 'hook (masc)' (T: 100)	Inflection: a-decl (Obl, pl): áanga
liljegren-LX000038	f_bmhyi7rkkxele	source-key alias	áaṇc̣u	raspberry	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): áaṇc̣a
liljegren-LX000039	f_7zdpfqqkdtv2i	source-key alias	aaraám	rest; ease	noun f Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): aaraam	Inflection: i-decl (Obl): aareemí
liljegren-LX000040	f_qoexmltnodd5g	source-key alias	aaraám ki	at rest, at ease	multiword-expression	second-mora				0		
liljegren-LX000041	f_s3zmckxrirb2e	source-key alias	aaraám thíi	to rest	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv
liljegren-LX000042	f_v4faqdxmrehfw	source-key alias	aarakiloóṛ	sapling of peach tree	noun m Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX000043	f_jp5ikli7pdqao	source-key alias	aaramúṭ	peach tree	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX000044	f_3gvqxf4zzczhi	source-key alias	áaru	awl (for sewing shoes)	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): áara
liljegren-LX000045	f_hy7m2qeeqkd7g	source-key alias	aarúuṣṭi	chin	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000046	f_hirgir26qu25m	source-key alias	aarzaán	cheap	adj indecl loanword loan:Pashto loan:Persian	second-mora		Origin:		2	Origin: Pashto (Persian): ar-zaan	
liljegren-LX000047	f_k3vbv6gqgsoqi	source-key alias	aaṛaíǰa	to turn, twist	verb intr Palula-verb-class-L-consonant	short-or-diphthong				0		Inflection: L:cons (Prs): aaṛaiǰáanu, (Pfv): aaṛaiǰílu, (Cv): aaṛaiǰí; Morphemic form: ́aaṛáy-íǰ
liljegren-LX000048	f_wa476lunmm52e	source-key alias	áaṛu	knot (in wood)	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): áaṛa; Morphemic form: áṛu
liljegren-LX000049	f_z2wvvd2dxc24s	source-key alias	áašuṇ	hail	noun f Palula-noun-class-a	first-mora	910	aśáni-	2	3	aśáni- 'thunderbolt (fem)' (T: 910)	Inflection: a-decl (Obl): -a
liljegren-LX000050	f_i2nvumifisr56	source-key alias	aaṣaáṛ	apricot	noun f Palula-noun-class-i	second-mora	1474	āṣāḍhīya-		4	āṣāḍhīya- '*pertaining to the month Āṣāḍha' (T: 1474)	Inflection: i-decl (Obl, pl): aaṣaṛí; Morphemic form: aaṣáṛ
liljegren-LX000051	f_b4c5ju3q7bsa6	source-key alias	aaṣaṛkiloóṛ	sapling of apricot tree	noun m Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX000052	f_4zxs6vaky2e3u	source-key alias	aaṣaṛmúṭ	apricot tree	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX000053	f_eebvzkjytundw	source-key alias	aaṣaṛpéeči	season when apricots are ripe	noun f	first-mora				0		
liljegren-LX000054	f_qe4pam7l2sqcw	source-key alias	aaṣaṛphúṇḍi	season when the apricot flowers are in bloom	noun f	short-or-diphthong				0		
liljegren-LX000055	f_rsldl4hnjzwoo	source-key alias	áaṣṭ	eight	num	first-mora	941	aṣṭā́	2	2	aṣṭā́ 'eight' (T: 941)	Morphemic form: aṣṭ
liljegren-LX000056	f_phanoptkgpsj6	source-key alias	áaṣṭ bhišá	160 (lit. eight twenties)	multiword-expression	multiple				0		
liljegren-LX000057	f_sqxt77gernmbs	source-key alias	aaṣúuṛu	a small brown bird usually found flying over fields	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): aaṣúuṛa
liljegren-LX000058	f_4ze2fy4njha6u	source-key alias	-áaṭ	Suffix added to verb stem to form agentive verbal noun	suffix	first-mora				0		Morphemic form: -áṭ; Restriction: Invariably followed by a gender/number agreement suffix
liljegren-LX000059	f_j7erdy53crjvo	source-key alias	aawaáz	sound	noun m Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): aawaaz	Inflection: i-decl (Obl, pl): aaweezí
liljegren-LX000060	f_wrbpbyaxorsjy	source-key alias	aawaṛíi	to get stuck	verb intr Palula-verb-class-T	first-mora				0		Inflection: T (Prs): aawaṛáanu, (Pfv): aawaríitu, (Cv): aawaṛí
liljegren-LX000061	f_hoo4dl2doeiqm	source-key alias	aaweelíi	first	determiner loanword loan:Arabic loan:Pashto	first-mora		Origin:		2	Origin: Pashto (Arabic): aw-wal	
liljegren-LX000062	f_ckakslbwtixv2	source-key alias	aawíiṛu	narrow ; tight	adj	first-mora	1440	ā́vr̥ta-	1	3	ā́vr̥ta- 'covered ; surrounded' (T: 1440)	Inflection: Reg (Fem): aawíiṛi
liljegren-LX000063	f_xvxn6dymx3h2y	source-key alias	aaxér	eventually; in the end, at last	adv temporal loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): axiir	
liljegren-LX000064	f_d47lpqdtj44as	source-key alias	aaxér kaár	eventually, finally	multiword-expression	multiple				0		
liljegren-LX000065	f_mhk3foy3inqho	source-key alias	aaxeríi	at last; finally; in the end	adv temporal	first-mora				0		
liljegren-LX000066	f_bznuiww44eh5e	source-key alias	-áaya	First person plural suffix (with a-ending verb stems)	suffix	first-mora				0		
liljegren-LX000067	f_xx2z6xtslqags	source-key alias	aayaát	verse (in the Qur'an)	noun f Palula-noun-class-i loanword loan:Arabic loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian/Arabic): aayat	Inflection: i-decl (Obl, pl): aayeetí
liljegren-LX000068	f_3l6d5za57jdjy	source-key alias	aaghaá	sky	noun m Palula-noun-class-i	second-mora	1008	ākāśá-	3	3	ākāśá- 'sky (masc)' (T: 1008)	Inflection: i-decl (Obl): aaghaá, (Pl): aaghaái
liljegren-LX000069	f_deergxlqmiyvw	source-key alias	aaghaabáanu	sky-coloured	adj	first-mora	11338	várna-	1	2	várna- 'appearance, colour, class (masc)' (T: 11338)	Inflection: Uml (Fem): aaghaabéeni
liljegren-LX000070	f_ap5z2h36u2554	source-key alias	abaí	half-grown she-goat	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): abaíim
liljegren-LX000071	f_m47el774lmjl2	source-key alias	abás	worthless; wasted	adj indecl loanword loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu: abas	
liljegren-LX000072	f_7ntkfoy6icnhc	source-key alias	abás bhíi	to go wasted; to become useless	verb intr compound conjunct-verb incorporating	multiple				0		
liljegren-LX000073	f_yaof3njnm2gms	source-key alias	abhíiṇi	cowife	noun f Palula-noun-class-m	first-mora	6534	*dēvarajāni-		5	*dēvarajāni- 'husband's younger brother's wife' (T: 6534)	Inflection: m-decl (Pl): -m
liljegren-LX000074	f_y7uthisy7lbgi	source-key alias	ačíitu	entered (masc sg)	verb intr	first-mora				0		
liljegren-LX000075	f_tloabupdre53s	source-key alias	ac̣hibáaṛu	eyebrow	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): ac̣hibáaṛa
liljegren-LX000076	f_kj5u6okzqefn4	source-key alias	ac̣hibéeṛi	eyelashes	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000077	f_hkqbpcmffxfsu	source-key alias	ac̣híi	eye	noun f Palula-noun-class-a	first-mora	43	ákṣi-	1	2	ákṣi- 'eye (neut)' (T: 43)	Inflection: a-decl (Obl, pl): -a; Morphemic form: ac̣hí
liljegren-LX000078	f_fgmogivdj72p4	source-key alias	ac̣híiwu	sane	adj	first-mora				0		
liljegren-LX000079	f_nsvo6qqgop6xq	source-key alias	ac̣hikhípi	blinking (involuntary)	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX000080	f_qgvgycspbuuis	source-key alias	ac̣hikúi	winking (signalling to sb)	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX000081	f_r3ifxkdwc3rmq	source-key alias	ac̣hoóṛ	walnut	noun m Palula-noun-class-a	second-mora	48	akṣōṭa-		3	akṣōṭa- 'walnut (or pistachio nut?)' (T: 48)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000082	f_2oecfdasc6u32	source-key alias	ac̣hooṛpéeči	fourth month of summer [lit. ripening of walnuts] (according to one traditional calender)	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl
liljegren-LX000083	f_44xumqzcvgiec	source-key alias	ac̣húuṛi	walnut tree	noun f Palula-noun-class-m	first-mora	48	akṣōṭa-		3	akṣōṭa- 'walnut (or pistacio nut?)' (T: 48)	Inflection: m-decl (Pl): -m; Morphemic form: ac̣hóoṛ-i
liljegren-LX000084	f_qq4yxamntk676	source-key alias	adáb	respect	noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): adab	Inflection: i-decl (Obl): -í; Usage: Primarily used as a non-verb element in complex predicates
liljegren-LX000085	f_aerh63ktjcwso	source-key alias	adáb thíi	to show respect	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv
liljegren-LX000086	f_rynqvseivz65e	source-key alias	adráx	forest; upper part of hill (not part of anyone's private property)	noun f Palula-noun-class-i	short-or-diphthong				0		Inflection: i-decl (Obl): -í
liljegren-LX000087	f_52bc6qs4bkedy	source-key alias	aḍaphaár	halfway	adv spatial	second-mora				0		
liljegren-LX000088	f_kbb3dunnt2rbs	source-key alias	aḍaphaár tií	as far as halfway	multiword-expression	multiple				0		
liljegren-LX000089	f_sovfhcscejnhy	unique cited original and full etymology	aḍaphará	halfway	adv spatial	short-or-diphthong				0		
liljegren-LX000090	f_v7wmi6qfpe6xi	source-key alias	aḍapharíi	from the middle	adv spatial	first-mora				0		Morphemic form: aḍaphár-ii
liljegren-LX000091	f_usbitmvtbomfi	source-key alias	ahám	important	adj indecl loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): ahamm	
liljegren-LX000092	f_k5v3v3ry2mbdg	source-key alias	-ainií	Verbal Noun suffix	suffix	second-mora				0		
liljegren-LX000093	f_fbu57kxkfajuk	source-key alias	-aiṇḍeéu	Obligative suffix	suffix	second-mora				0		
liljegren-LX000094	f_75q73xx7fzdee	source-key alias	aǰá	up, up there	adv spatial	short-or-diphthong				0		
liljegren-LX000095	f_o6nolk6df3zlw	source-key alias	aǰá mooṣṭá	at the (uppermost) end	multiword-expression	multiple				0		
liljegren-LX000096	f_ovzatqimrwlom	source-key alias	aǰá giraá	upwards (direction)	multiword-expression	multiple				0		
liljegren-LX000097	f_4f2lg3fakxclo	source-key alias	aǰaṛáa	up/over there	adv spatial	first-mora				0		
liljegren-LX000098	f_h5js3rekfuzp2	source-key alias	aǰaṛó	that up (upstream) /over there (agr: dist nom masc sg)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000099	f_h5js3rekfuzp2	unique cited original and full etymology	aǰaṛó	that one (he, it) up/over there	pron demonstrative	short-or-diphthong				0		
liljegren-LX000100	f_jxeivfwbtknqw	source-key alias	aǰdahaá	dragon	noun m Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): aždahaa	Inflection: i-decl (Obl): aǰdahaá, (Pl): aǰdaheeí
liljegren-LX000101	f_4rd67vvvz6w6w	source-key alias	aǰíi	from upstream, from uphill	adv spatial	first-mora				0		
liljegren-LX000102	f_hmqv7auaxlj2s	source-key alias	aǰimaá	upwards; uphill	adv spatial	second-mora				0		
liljegren-LX000103	f_4gluj6jjqf6re	source-key alias	akaadúi	one another	pron reciprocal	short-or-diphthong				0		Morphemic form: ak-aa-dúi
liljegren-LX000104	f_qy35jxxeh7q2w	source-key alias	akaašúma	eleventh	determiner	short-or-diphthong				0		
liljegren-LX000105	f_ia3rcugaleljo	source-key alias	akaṣingí	one-horned	adj	short-or-diphthong				0		Morphemic form: ak-a-ṣing-
liljegren-LX000106	f_uhln2yxjy6fh4	source-key alias	akaṭíi	to gather; meet (on purpose)	verb intr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): akaṭáanu, (Pfv): akaṭílu, (Cv): akaṭí; Morphemic form: akáṭ-é-
liljegren-LX000107	f_cqqgtjt2gulfs	source-key alias	akaṭíǰa	to come together, gather	verb intr Palula-verb-class-L-consonant	short-or-diphthong				0		Inflection: L:cons (Prs): akaṭiǰáanu, (Pfv): akaṭiǰílu, (Cv): akaṭiǰí, (Imp (pl)): akaṭiǰóoi; Morphemic form: akáṭ-íǰ-; Usage: Normally used adverbially in the converb form
liljegren-LX000108	f_alzvrncw27zg2	source-key alias	akaṭóo	to join or bring together; gather (people); mix up	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): akaṭaáanu, (Pfv): akaṭóolu, (Cv): akaṭaá, (Imp): akaṭá; Morphemic form: akaṭá- ; akáṭ-á-
liljegren-LX000109	f_ry3n7zva57zx2	source-key alias	akóoš	eleven	num	first-mora	2485	ḗkādaśa	1	4	ḗkādaśa 'eleven' (T: 2485)	Morphemic form: akáaš
liljegren-LX000110	f_w2komrmyhfqe4	source-key alias	aksár	often	adv temporal loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): aksar	
liljegren-LX000111	f_zbo7tmwithisu	source-key alias	alaahtaalaá	God Almighty (the Exalted One), the Almighty	noun m loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): allaah-taˈaalaa	
liljegren-LX000112	f_u77vp2glrgiue	source-key alias	alaaqá	area	noun m Palula-noun-class-ee loanword loan:Arabic loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu/Persian (Arabic): alaaqa	Inflection: ee-decl (Pl): alaaqeé
liljegren-LX000113	f_cbrg5yfdrl6pq	source-key alias	aleehisalaám	on whom be peace	honorific loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): alai-hissalaam	
liljegren-LX000114	f_wuetacwiine4o	source-key alias	alhamdulilaá	praise God!	interj loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): alhamdu-lillaah	
liljegren-LX000115	f_h2yq6uy3a57ue	source-key alias	alučá	plum	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Pl): alučeé
liljegren--am_1	f_uqlqqtsavduvc	source-key alias	-am	Oblique plural suffix (with a-declension nouns)	suffix	implicit-short				0		
liljegren--am_2	f_uqlqqtsavduvc	unique cited original and full etymology	-am	Instrumental suffix (with a-declension nouns)	suffix	implicit-short				0		
liljegren-LX000116	f_hbltagxd3466a	source-key alias	amál	action	noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): amal	Inflection: i-decl (Obl): -í; Usage: Primarily used as a non-verb element in complex predicates
liljegren-LX000117	f_skannps6dmtoe	source-key alias	amál thíi	to obey; give heed; follow	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv; possessive complement
liljegren-LX000118	f_i5wu72utk3ea2	source-key alias	amiléeli	unsalted (fem)	adj	first-mora				0		
liljegren-LX000119	f_2ptb4aviyy6gi	source-key alias	amilóolu	unsalted	adj	first-mora				0		Inflection: Uml (Fem): amiléeli; Morphemic form: amilál-
liljegren-LX000120	f_txzhmz4awg2ow	source-key alias	amriká	America	noun m Palula-noun-class-ee loanword loan:English loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (English 'America'): amrika	Inflection: ee-decl
liljegren-LX000121	f_ke57xpz6wnffu	source-key alias	amzarái	lion (or any big cat animal)	noun m Palula-noun-class-a loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: zmaraey	Inflection: a-decl (Obl, pl): amzarée, amzaréea
liljegren-LX000122	f_h6eh55infjbqa	source-key alias	amzayíi	to send sth	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): amzayáanu, (Pfv): amzayílu, (Cv): amzayí, (Imp): amzayá; Morphemic form: amzáy-é-
liljegren--an	f_gsddzuclaekmg	source-key alias	-an	Third person plural suffix	suffix	implicit-short				0		Morphemic form: -en; Restriction: Added to verb stem in Future and Past Imperfective
liljegren-LX000123	f_ods3psiolqu4u	source-key alias	andáa	of that/this kind, in this/that way; such, thus, that	adj indecl demonstrative	first-mora				0		Usage: Only rarely would andáa occur independently of bhe or the
liljegren-LX000124	f_5pje6neqnscmo	source-key alias	andáa bhe	like this/that; thus; in this manner (intr)	multiword-expression	first-mora				0		Restriction: Modifying an intransitive verb
liljegren-LX000125	f_ft6vzg4wsek46	source-key alias	andáa the	like this/that; thus; in this manner (tr)	multiword-expression	first-mora				0		Restriction: Modifying a transitive verb
liljegren-LX000126	f_6xxi6lvgemisc	source-key alias	andóoi	from here (prox); of this	adv spatial demonstrative	first-mora				0		
liljegren-LX000127	f_kixvaoaja4big	source-key alias	anɣaará	notice	noun m Palula-noun-class-ee loanword loan:Persian	short-or-diphthong		Origin:		2	Origin: Persian: angaara	Inflection: ee-decl (Pl): anɣareé
liljegren-LX000128	f_pwkyxfhhtmfmy	source-key alias	aní	this (agr: prox fem / prox non-nom masc)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000129	f_pwkyxfhhtmfmy	unique cited original and full etymology	aní	these (agr: prox)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000130	f_pwkyxfhhtmfmy	unique cited original and full etymology	aní	this one; it; she (prox fem nom)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000131	f_pwkyxfhhtmfmy	unique cited original and full etymology	aní	these ones; they (prox nom)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000132	f_7wmc4jhbxmkjo	source-key alias	aníi	this person, this thing (prox obl); it, he, she (prox obl); here (prox obl with postposition)	pron demonstrative	first-mora				0		
liljegren-LX000133	f_5yjc7w3dvipyw	source-key alias	aninaám	these; them (prox acc)	pron demonstrative	second-mora				0		
liljegren-LX000134	f_lhvhf5ets374k	source-key alias	aniníi	their (prox)	pron demonstrative	first-mora				0		
liljegren-LX000135	f_akabcghywtxn6	source-key alias	aniním	these; they (prox obl)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000136	f_t52gczn6eiims	source-key alias	anís	this person, this thing; it, him, her (prox acc)	pron demonstrative	short-or-diphthong				0		
liljegren-LX000137	f_bcda5m35uixte	source-key alias	anisíi	its, his, her (prox)	pron demonstrative	first-mora				0		
liljegren-LX000138	f_xp4z22kttubes	source-key alias	anǰurú	child (of one's own), offspring	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): anǰurá
liljegren-LX000139	f_7wyqnzrmoiaqc	source-key alias	anú	this (agr: prox nom masc)	determiner demonstrative	short-or-diphthong				0		
liljegren-LX000140	f_vha2grlg7yvb6	source-key alias	anú	it; he; this one (prox masc nom)	pron demonstrative	short-or-diphthong	283	ana-		2	ana- 'this (pronominal stem)' (T: 283)	
liljegren-LX000141	f_gshnnsjseay6g	source-key alias	angaá bhíi	to feel or become conscious; wake up; come to know or remember	verb intr compound conjunct-verb incorporating loanword loan:Persian loan:Urdu	multiple		Origin:		2	Origin: Urdu (Persian): aagaa	
liljegren-LX000142	f_k7eytrqqaxmu4	source-key alias	angeerí	coal	noun f Palula-noun-class-a	short-or-diphthong	131	an̆gāryā́-	3	3	an̆gāryā́- 'heap of embers (f)' (T: 131)	Inflection: a-decl (Pl): -á
liljegren-LX000143	f_fgved6gdr3irg	source-key alias	angóor	fire	noun m Palula-noun-class-a	first-mora	125	án̆gāra-	1	3	án̆gāra- 'glowing charcoal (masc.neut)' (T: 125)	Inflection: a-decl (Obl): -a
