family_id	headword	headword_original	headword_field	gloss	tags	source	etymology	records	formations	ancestral_forms	languages	bro	Kalk	Kund	OSh	Phal	Sh	Sv	Ush
11929	vivr̥ddha	vivr̥ddha	Original	grown, large	ŚvetUp Epic	CDIAL	"<number>11929</number> <b>vivr̥ddha</b>² 'grown, large' ŚvetUp. [Cf. <i>vivr̥ddhi</i>- f. 'growth' ŚrS., Pk. <i>vivaḍḍhi</i>-, <i>vivuḍḍhi</i>- f. — √<smallcaps><a data-entry=""r790"">vr̥dh</a></smallcaps>]"	5	11929	vivr̥ddha	Phal;Sh					bīḍu [much, many; CDIAL; ] | biṛə [much, many; CDIAL; ] | bíiḍu [many; much; very; really; liljegren; ] | bʹîḍo [very; much; many; strand; dialect:Palula]	ˈbodu̱ [many; backstrom1992; dialect:Sh:NagarChalt:Nagar%20%28Chalt%29]		
11938	*viśimyati	*viśimyati	Original	rests		CDIAL	"<number>11938</number> <b>*viśimyati</b> 'rests'. [√<smallcaps><a data-entry=""r849"">śam</a></smallcaps>¹]"	2	11938	*viśimyati	Sh						bišimoiki [to make rest, put to rest; CDIAL; ] | bišimiǰoiki [to take rest; CDIAL; ]		
11945	víśrathayati	víśrathayati	Original	loosens	RV Early-Vedic	CDIAL	"<number>11945</number> <b>víśrathayati</b> 'loosens' RV. 2. <b>*viśrathyatē.</b> [Cf. <i>viślathatē</i> 'is relaxed' BhP. — √<smallcaps><a data-entry=""r872"">śrath</a></smallcaps>¹]"	4	11945;11945-2	víśrathayati; *viśrathyatē	Sh						bɪšoiki [to make rest; CDIAL; ] | bɪšočoiki [; CDIAL; ] | bɪšotvs [to lie at ease, take one's ease, keep still; CDIAL; ] | bɪšoči [rest, peace; CDIAL; ]		
11947	viśrama	viśrama	Original	rest	m Kālid Classical	CDIAL	"<number>11947</number> <b>viśrama</b> m. 'rest' Kālid. [√<smallcaps><a data-entry=""r870"">śram</a></smallcaps>]"	1	11947	viśrama	Sh						bɪšom [rest, peace, keeping still; CDIAL; ]		
11949	viśramatē	viśramatē	Original	rests	MBh Epic	CDIAL	"<number>11949</number> <b>viśramatē</b> 'rests' MBh. [√<smallcaps><a data-entry=""r870"">śram</a></smallcaps>]"	3	11949	viśramatē	Phal					biṣámilo [rested, well; CDIAL; ] | biṣáama [to rest; liljegren; ] | biṣáame [to rest; liljegren; dialect:Phal:biori:Biori]			
11968	viṣá	viṣá	Original	poison	n RV Early-Vedic	CDIAL	<number>11968</number> <b>viṣá</b> n. 'poison' RV.	4	11968	viṣá	Phal;Sh					bhīš [poison; CDIAL; ] | biṣ [poison; liljegren; ]	biṣ [poison, aconite; CDIAL; ] | biš [poison; buddruss-shina1996; dialect:Sh:gil:Gilgit]		
11969	*viṣaka	*viṣaka	Original	poisonous		CDIAL	"<number>11969</number> <b>*viṣaka</b> 'poisonous'. [<smallcaps><a data-entry=""11968"">viṣá</a></smallcaps>-]"	2	11969	*viṣaka	Phal					biṣī́ [Caragana; CDIAL; ] | bišī [Caragana; CDIAL; ]			
11987	viṣṭara	viṣṭara	Original	anything spread out, handful of grass or rushes for sitting on; any seat; tree	m Gr̥Śr MBh lex Early-Vedic Epic	CDIAL	"<number>11987</number> <b>viṣṭara</b> m. 'anything spread out, handful of grass or rushes for sitting on' Gr̥Śr., m.n. 'any seat' MBh., m. 'tree' lex. 2. <b>vistara-</b> m. 'spreading, diffuseness' MBh., <i>vistarakēṇa</i> 'in detail' Pat. [√<smallcaps><a data-entry=""r681"">str̥</a></smallcaps>]"	2	11987	viṣṭara	Phal					biṭherī [rhubarb; CDIAL; ] | baṭhʹêri [kind of juniper [kmv. vištʹa kâno]; strand; dialect:Palula]			
12005	vistarati	vistarati	Original	spreads out	tr R Epic	CDIAL	"<number>12005</number> <b>vistarati</b> tr. 'spreads out' R. [√<smallcaps><a data-entry=""r681"">str̥</a></smallcaps>]"	2	12005	vistarati	Sh						bʌtəroɪki [to make room for; CDIAL; ] | bʌtəriǰoɪki [to sprawl, sit with legs apart; CDIAL; ]		
12007	vistārayati	vistārayati	Original	spreads out, displays	MBh Epic	CDIAL	"<number>12007</number> <b>vistārayati</b> 'spreads out, displays' MBh. [√<smallcaps><a data-entry=""r681"">str̥</a></smallcaps>]"	1	12007	vistārayati	Sh						bithʌroɪki [spreads out; CDIAL; ]		
12008	vistārita	vistārita	Original	spread out	Kālid Classical	CDIAL	"<number>12008</number> <b>vistārita</b> 'spread out' Kālid. [√<smallcaps><a data-entry=""r681"">str̥</a></smallcaps>]"	2	12008	vistārita	Sh						ba̯thāri [bedding; CDIAL; ] | batháari [bedding, sleeping place; degener-shina2008; dialect:Sh:gil:Gilgit]		
12009	vistīrṇa	vistīrṇa	Original	spread out, extensive	MBh Epic	CDIAL	"<number>12009</number> <b>vistīrṇa</b> 'spread out, extensive' MBh. [√<smallcaps><a data-entry=""r681"">str̥</a></smallcaps>]"	3	12009	vistīrṇa	Phal					bistīṇu [wide; CDIAL; ] | bistíiṇu [wide, broad; loose; liljegren; ] | bistʹiṇo [wide; strand; dialect:Palula]			
12010	vistīryatē	vistīryatē	Original	is spread out	Mn Epic	CDIAL	"<number>12010</number> <b>vistīryatē</b> 'is spread out' Mn. [√<smallcaps><a data-entry=""r681"">str̥</a></smallcaps>]"	2	12010	vistīryatē	Sh						bʌthiǰoɪki [to get a place, find a place, fit into, go through; CDIAL; ] | baṭ-káaṭo [stone and wood: material things; hardships of daily life; degener-shina2008; dialect:Sh:gil:Gilgit]		
12041	vī́kṣatē	vī́kṣatē	Original	looks at, sees	ŚBr Early-Vedic	CDIAL	"<number>12041</number> <b>vī́kṣatē</b> 'looks at, sees' ŚBr. 2. <b>*vēkṣatē</b> (<i>vēkṣayati</i> Dhātup., <i>vēkṣaṇa</i>- n. 'looking after, care' Mn. v.l. <i>cēkṣaṇē</i>) with <i>ē</i> after <smallcaps><a data-entry=""8994"">prḗkṣatē</a>, <a data-entry=""899"">ávēkṣatē</a></smallcaps>: or poss. &lt; <i>*vyēkṣatē</i>, cf. <smallcaps>vyādr̥śyatē. [√īkṣ</smallcaps>]"	1	12041	vī́kṣatē	Phal					bic̣h [to see; CDIAL; ]			
12051	vīdhrá	vīdhrá	Original	clear sky, sunshine	n AV Early-Vedic	CDIAL	"<number>12051</number> <b>vīdhrá</b> n. 'clear sky, sunshine' AV. 2. <b>vī́dhrya-</b> 'relating to the clear sky' VS. 3. <b>*vīdhriya-.</b> 4. <b>*vaidhriya-.</b> [*<smallcaps><a data-entry=""1612"">īdhra</a></smallcaps>-]"	9	12051;12051-3;12051-4	*vīdhriya; *vaidhriya; vīdhrá	Phal;Sh					bī́dri; bʹîdri [clear sky; CDIAL;strand; ] | beedhríi [to clear up (about sky); liljegren; ]	bij̣i [clear sky; CDIAL; ] | bíẓi [clear sky; CDIAL; dialect:Sh:jij:Jijelut] | beẓi [fine weather; CDIAL; ] | béej̣i [blue sky; schmidt; dialect:Sh:gil:Gilgit] | bíẓi [blue sky; schmidt; dialect:Sh:koh:Kohistani] | béj̣u [blue sky; schmidt; dialect:Sh:gur:Guresi] | béeẓi [clear sky, fine weather; degener-shina2008; dialect:Sh:gil:Gilgit]		
12052	*vīdhradhanus	*vīdhradhanus	Original	bow in the clear sky		CDIAL	"<number>12052</number> <b>*vīdhradhanus</b> 'bow in the clear sky'. [<smallcaps><a data-entry=""12051"">vīdhrá-</a>, <a data-entry=""6726"">dhánus</a></smallcaps>-]"	34	12052	*vīdhradhanus	Sh						biẓòn [rainbow; CDIAL; ] | biˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:Gupis:Gupis] | biˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:punl:Puniali] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:HunzaNasirabad:Hunza] | bɪˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:NagarThol:Nagar%20%28Thol%29] | biˈẓ̌òón [rainbow; backstrom1992; dialect:Sh:NagarChalt:Nagar%20%28Chalt%29] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:gil:Gilgit] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:Haramosh:Haramosh] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:Bagrot:Bagrot] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:Bunji:Bunji] | bɪˈẓ̌òón [rainbow; backstrom1992; dialect:Sh:Rondu:Rondu] | bɪẓ̌oón [rainbow; backstrom1992; dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:Astor:Astor] | bɪˈẓ̌òón [rainbow; backstrom1992; dialect:Sh:Satpara:Satpara] | biˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:Gultari:Gultari] | biˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:Kharmang:Kharmang] | biˈǰon [rainbow; backstrom1992; dialect:Sh:dr:Dras] | bɪˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29] | bɪˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29] | biˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:Darel:Darel] | bɪˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:Tangir:Tangir] | bɪˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:Sazin:Sazin] | biˈẓ̌oon [rainbow; backstrom1992; dialect:Sh:Harban:Harban] | biˈẓ̌ooṇ [rainbow; backstrom1992; dialect:Sh:Jalkot:Jalkot] | biˈẓ̌oón [rainbow; backstrom1992; dialect:Sh:pales:Palesi] | biˈžoóṇ [rainbow; backstrom1992; dialect:Sh:Kolai:Kolai] | biˈžon [rainbow; backstrom1992; dialect:Sh:Kolai:Kolai] | bijoón [rainbow; schmidt; dialect:Sh:gil:Gilgit] | biẓoón [rainbow; schmidt; dialect:Sh:gil:Gilgit] | biẓoón [rainbow; schmidt; dialect:Sh:koh:Kohistani] | bijoóni [rainbow; schmidt; dialect:Sh:gur:Guresi] | bij̣oón [rainbow; schmidt; dialect:Sh:Astor:Astor] | biẓoón [rainbow; degener-shina2008; dialect:Sh:gil:Gilgit]		
12056	vīrá	vīrá	Original	man, hero, son; male of an animal	m RV AV Early-Vedic	CDIAL	"<number>12056</number> <b>vīrá</b> m. 'man, hero, son' RV., 'male of an animal' AV., <i>vīraká</i>- m. 'little man' RV. [~ *<smallcaps><a data-entry=""11840"">vira</a></smallcaps>-¹]"	9	12056	vīrá	Phal;Sh					bhīrɔ́̄ [male; CDIAL; ] | bhī́ro; bhʹîro [hegoat; goat; CDIAL;strand; ] | bhiiroó [male; liljegren; ] | bhíiru [he-goat; liljegren; ] | bhirôʹ [male; strand; dialect:Palula]	bīro [; CDIAL; dialect:Sh:koh:Kohistani] | bīrŭ [; CDIAL; dialect:Sh:dr:Dras] | bīr [male (of animals); CDIAL; dialect:Sh:gur:Guresi] | biiro [male; degener-shina2008; dialect:Sh:gil:Gilgit]		
12062	vŕ̥ka	vŕ̥ka	Original	wolf	m RV Early-Vedic	CDIAL;CDIAL	"<number>12062</number> <b>vŕ̥ka</b> m. 'wolf' RV. [~ *<smallcaps><a data-entry=""10754"">ruka</a></smallcaps>-]<!--addendum--><number>14808</number> <b>vŕ̥ka-</b>"	2	12062	vŕ̥ka	Sh						vkˣ [; CDIAL; dialect:Sh:jij:Jijelut]		
12064	vr̥kká	vr̥kká	Original	kidneys	m AV Early-Vedic	CDIAL	"<number>12064</number> <b>vr̥kká</b> m. du. 'kidneys' AV., <i>vŕ̥kya</i>- TS., <i>vr̥kkā</i>- f. 'heart' lex. 2. <b>*vrakka-.</b> 3. <b>bukka-</b>¹ n. 'heart', <i>°kan</i>- m. lex., <i>°kā</i>- f. Mr̥cch., <i>būkka</i>- n. lex., <i>būkhan</i>- n. Col. [Meaning and initial <i>v</i>- are confirmed by Av. <i>vərət̰ka</i>-, Pers. <i>gurda</i> 'kidney'. <i>vr̥kkā</i>- 'heart' is X non-Aryan <i>bukka</i>- 'intestines (heart, liver, lungs, &amp;c.)' which in its turn in NW. (Tor. K. L. WPah.) and M. gained mng. 'kidney' (com. on Amarakośa ii 6, 64 s.v. <i>bukkāgramāṁsa</i>- appears to refer to kidneys confused with heart and liver). RV. <i>vr̥kkḗ</i> (Padap. <i>vr̥kkáḥ</i>) 'in belly' is poss. a hyper-vedic substitution for <i>bukka</i>- (J. C. W.). — Cf. *<smallcaps><a data-entry=""9311"">bōkk</a></smallcaps>-]"	10	12064	vr̥kká	Phal;Sh					bhruk [kidney; CDIAL;liljegren; ] | bruk [kidney; CDIAL; ] | bhrʹuk [kidney; strand; dialect:Palula]	ẓŭk; ẓuk [kidney; CDIAL;schmidt; dialect:Sh:gil:Gilgit] | ẓvk [kidney; CDIAL; dialect:Sh:jij:Jijelut] | žuk [kidney; CDIAL; dialect:Sh:pales:Palesi] | j̣uk [kidney; schmidt; dialect:Sh:gil:Gilgit] | ẓuúk [kidney; schmidt; dialect:Sh:koh:Kohistani] | j̣úuk [kidney; schmidt; dialect:Sh:gur:Guresi] | j̣uk [kidney; schmidt; dialect:Sh:Astor:Astor]		
12067	vr̥kṣá	vr̥kṣá	Original	tree	m RV Early-Vedic	CDIAL	"<number>12067</number> <b>vr̥kṣá</b> m. 'tree' RV. [~ *<smallcaps><a data-entry=""10757"">rukṣa</a></smallcaps>-]"	4	12067	vr̥kṣá	Sh						bŭc̣h [plane-tree; CDIAL; dialect:Sh:gil:Gilgit] | bŭc̣ [plane-tree; CDIAL; dialect:Sh:gil:Gilgit] | pāĩ-bīc̣h [Pinus excelsa; CDIAL; dialect:Sh:koh:Kohistani] | buc̣ [chinar, plane tree; degener-shina2008; dialect:Sh:gil:Gilgit]		
12073	vr̥ddhá	vr̥ddhá	Original	grown, large; grown-up, old	RV TS Early-Vedic	CDIAL	"<number>12073</number> <b>vr̥ddhá</b>² 'grown, large' RV., 'grown-up, old' TS. [√<smallcaps><a data-entry=""r791"">vr̥dh</a></smallcaps>²]"	2	12073	vr̥ddhá	Phal					bīḍu [much; CDIAL; ] | biṛə [much; CDIAL; ]			
12076	vŕ̥ddhi	vŕ̥ddhi	Original	increase, prosperity	RV Early-Vedic	CDIAL	"<number>12076</number> <b>vŕ̥ddhi</b>² f. 'increase, prosperity' RV. [√<smallcaps><a data-entry=""r790"">vr̥dh</a></smallcaps>]"	2	12076	vŕ̥ddhi	Phal					bʹuḍi [bribe; strand; dialect:Palula] | bhʹuṛi [wage; strand; dialect:Palula]			
12081	vŕ̥ścika	vŕ̥ścika	Original	scorpion; caterpillar covered with bristles	m RV lex Early-Vedic	CDIAL;NIA	"<number>12081</number> <b>vŕ̥ścika</b> m. (<i>vr̥ścana</i>- m. lex.) 'scorpion' RV., 'caterpillar covered with bristles' lex. [Variety of form for 'scorpion' in MIA. and NIA. due to taboo? — √<smallcaps><a data-entry=""r785"">vraśc</a></smallcaps>?]"	1	12081	vŕ̥ścika	Sh						bičh [scorpion; CDIAL; dialect:Sh:koh:Kohistani]		
12097	vēta	vēta	Original	cane, reed	m lex	CDIAL	"<number>12097</number> <b>vēta</b> m. 'cane, reed' lex. 2. <b>*vētuka-.</b> [<i><a data-entry=""12097"">vēta</a></i>- only in lex. may be MIA. &lt; <smallcaps><a data-entry=""12101"">vētrá</a></smallcaps>-, but -<i>t</i>- is old in <smallcaps><a data-entry=""12099"">vētasá</a></smallcaps>- and Av. <i>vaēti</i>- 'willow': with <i>u</i>- stem of <i>*vētuka</i>- cf. <smallcaps><a data-entry=""12096"">vēṇú-</a>, <a data-entry=""12091"">*vēḍu</a></smallcaps>-]"	5	12097;12097-2	vēta; *vētuka	Sh						beĩ [willow; CDIAL; dialect:Sh:gur:Guresi] | bĕu [willow; CDIAL; dialect:Sh:gil:Gilgit] | bĕvĕ [willow; CDIAL; dialect:Sh:gil:Gilgit] | byō̃ [willow; CDIAL; dialect:Sh:koh:Kohistani] | byáo [willow (salix); degener-shina2008; dialect:Sh:gil:Gilgit]		
12098	*vētadaṇḍa	*vētadaṇḍa	Original	willow stem		CDIAL	"<number>12098</number> <b>*vētadaṇḍa</b> 'willow stem'. [<smallcaps><a data-entry=""12097"">vēta-</a>, <a data-entry=""6128"">daṇḍá</a></smallcaps>-]"	7	12098	*vētadaṇḍa	Phal					bīṓṇ [willow; CDIAL; ] | bihṓṇ [willow; CDIAL; ] | bhīyṓṇ [willow; CDIAL; ] | daṇḍa [willow; CDIAL; ] | bhióoṇ [willow; liljegren; ] | bhiaaṇmúṭ [willow; liljegren; ] | bhiyʹôṇ [willow; strand; dialect:Palula]			
12109	*vēdhati	*vēdhati	Original	pierces		CDIAL	"<number>12109</number> <b>*vēdhati</b> 'pierces'. [Cf. caus. <i>vēdhayati</i> and <i>vēdhana</i>- n. 'piercing' MBh., Pa. <i>vēdhana</i>- n., Pk. <i>vēhaṇa</i>- n. — √<smallcaps><a data-entry=""r800"">vyadh</a></smallcaps>]"	1	12109	*vēdhati	Phal					wʹin [lightning bolt; strand; dialect:Palula]			
12115	vḗlā	vḗlā	Original	limit, boundary, time; flood tide; shore, opportunity	f ŚBr MaitrUp MBh Early-Vedic Epic	CDIAL;DED[4558]	"<number>12115</number> <b>vḗlā</b> f. 'limit, boundary, time' ŚBr., 'flood tide' MaitrUp., 'shore, opportunity' MBh. 2. <b>*vēḍā-.</b> 3. <b>*vīlī-</b> 'tide, time'. [-<i>ḍ</i>- appears in K. and Or. and poss. in cmpd. *<smallcaps><a data-entry=""675"">ardhavēḍa</a></smallcaps>-. In N. Mth. Bhoj. Aw. H. forms with -<i>r</i>- could derive from -<i>ḍ</i>-, but more prob. represent the EH., Bi. or Mth. change of -<i>l</i>- &gt; -<i>r</i>-. But the forms of <i><a data-entry=""12115"">vḗlā</a></i>- and *<smallcaps><a data-entry=""13291"">savēla</a></smallcaps>- with -<i>r</i>- occurring in P. Ku. G. M. (as well as those already mentioned) may be from an old <i>*vērā</i>- ~ <i><a data-entry=""12115"">vḗlā</a></i>- rather than all be loans from the East Hindi-Bihari area. — Prob. ← Drav.: Ga. <i>vēle</i> 'sun, daytime'; Kuwi <i>vēḍa</i> 'sun', Malto <i>béru</i>; Kur. <i>bīṛī</i> 'sun, time' DED 4558]"	2	12115	vḗlā	Sh						bĕl [at the time of; CDIAL; ] | bil [at the time of; CDIAL; ]		
12129	vēṣa	vēṣa	Original	dress, assumed appearance	Mn Epic	CDIAL	<number>12129</number> <b>vēṣa</b>² m. 'dress, assumed appearance' Mn.	2	12129	vēṣa	Sh						bε῀ṣ [airs and graces, posturing; CDIAL; ] | beéṣ [flattering trick, coquetry; degener-shina2008; dialect:Sh:gil:Gilgit]		
12132	vēṣṭáyati	vēṣṭáyati	Original	wraps up, encloses, surrounds	TBr Early-Vedic	CDIAL	"<number>12132</number> <b>vēṣṭáyati</b> 'wraps up, encloses, surrounds' TBr. [<i>vḗṣṭatē</i> 'clings to' AV. — √<smallcaps><a data-entry=""r814"">vēṣṭ</a></smallcaps>]"	2	12132	vēṣṭáyati	Phal;Sh					bēṣṭū́m [to twist; CDIAL; ]	bĕṭhōnṷ [to twist; CDIAL; dialect:Sh:koh:Kohistani]		
12145	vairin	vairin	Original	enemy	m Mn Epic	CDIAL	"<number>12145</number> <b>vairin</b> m. 'enemy' Mn. [<smallcaps><a data-entry=""12142"">vaíra</a></smallcaps>-]"	2	12145	vairin	Sh						bēri [enemy; CDIAL; ] | béeri [enemy; degener-shina2008; dialect:Sh:gil:Gilgit]		
12183	vyākula	vyākula	Original	filled with, confused, bewildered	MBh Epic	CDIAL	"<number>12183</number> <b>vyākula</b> 'filled with, confused, bewildered' MBh. 2. <b>*viyākula-.</b> [<smallcaps><a data-entry=""1012"">ākula</a></smallcaps>-]"	1	12183	vyākula	Sh						bol [sad, depressed; CDIAL; ]		
12193	vyāghrá	vyāghrá	Original	tiger	m AV Early-Vedic	CDIAL	<number>12193</number> <b>vyāghrá</b> m. 'tiger' AV., <i>°rī</i>- f. MBh. 2. <b>*viyāghra-.</b>	1	12193	vyāghrá	Sh						băg-bĭăṛṷ [leopard; CDIAL; ]		
12196	vyā́tta	vyā́tta	Original	opened (esp. of mouth); open jaws	MBh AV Epic Early-Vedic	CDIAL	"<number>12196</number> <b>vyā́tta</b> 'opened (esp. of mouth)' MBh. 2. n. 'open jaws' AV. [Cf. <smallcaps><a data-entry=""12197"">vyādadāti.</a> — √<a data-entry=""r163"">dā</a></smallcaps>¹]"	2	12196	vyā́tta	Sh						bātṷ [open; CDIAL; ] | báato [open; buddruss-shina1996; dialect:Sh:gil:Gilgit]		
12219	vyúṣ	vyúṣ	Original	dawn	f AV Early-Vedic	CDIAL	"<number>12219</number> <b>vyúṣ</b> f. 'dawn' AV., <i>vyuṣita</i>- n. ŚāṅkhŚr. [√<smallcaps><a data-entry=""r772"">vas</a></smallcaps>³]"	2	12219	vyúṣ	Sh						zūi [dawn; CDIAL; dialect:Sh:chil:Chilas] | zēī [dawn; CDIAL; dialect:Sh:chil:Chilas]		
12225	vrájati	vrájati	Original	goes, wanders	RV Early-Vedic	CDIAL	"<number>12225</number> <b>vrájati</b> 'goes, wanders' RV., pres. part. <i>vrájant</i>- RV., pp. <i>vrajitá</i>- 'gone' ŚBr. 2. <b>*vrañjati.</b> 3. <b>*vrajyati.</b> 4. MIA. <b>*vagga-</b> anal. formation after type <i>bhajjaï</i> ~ <i>bhagga</i>- (<i>bhagna</i>-). 5. MIA. <b>*vracc-</b> either anal. formation for which the starting-point is not clear (from NW. <i>*vrayati</i>, cf. Aś.shah. -<i>y</i>- &lt; -<i>j</i>-, after type Pk. <i>payaï</i> ~ <i>paccaï</i>) or X <smallcaps>vacyátē</smallcaps> 'moves' RV. [√<smallcaps><a data-entry=""r784"">vraj</a></smallcaps>]"	13	12225;12225-3;12225-5	vrájati; *vrajyati; *vracc	Kalk;Phal;Sh;Sv		buun [goes; kalkoti; dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29]			bay [to go; CDIAL; ] | bayānu [to go; CDIAL; ] | bēm [to go; CDIAL; ] | bíi [to go, leave, move; liljegren; ] | b- [go; strand; dialect:Palula]	bŭžóĭki̯ [; CDIAL; ] | božōnṷ [; CDIAL; dialect:Sh:koh:Kohistani] | vr [; CDIAL; ] | ẓ [; CDIAL; ] | buž [; CDIAL; ] | bož [; CDIAL; ]	bā [to go; CDIAL; ]	
12233	vrīhí	vrīhí	Original	rice	m AV Early-Vedic	CDIAL;IIFL[i 284]	<number>12233</number> <b>vrīhí</b> m. 'rice' AV. [→ Par. <i>ráhö</i>, <i>rahṓ</i> 'husked rice' IIFL i 284]	32	12233	vrīhí	Sh						brĭ̃ŭ [rice; CDIAL; dialect:Sh:gil:Gilgit] | bī̃ŭ [rice; CDIAL; dialect:Sh:koh:Kohistani] | brīm [rice; CDIAL; dialect:Sh:gur:Guresi] | biū̃́ [rice; CDIAL; dialect:Sh:pales:Palesi] | brīũ [rice; CDIAL; dialect:Sh:jij:Jijelut] | briu [rice; backstrom1992; dialect:Sh:Gupis:Gupis] | biˈũ [rice; backstrom1992; dialect:Sh:punl:Puniali] | brʌs [rice; backstrom1992; dialect:Sh:HunzaNasirabad:Hunza] | ˈbri̱ũ [rice; backstrom1992; dialect:Sh:NagarThol:Nagar%20%28Thol%29] | briũ [rice; backstrom1992; dialect:Sh:NagarChalt:Nagar%20%28Chalt%29] | brⁱũ [rice; backstrom1992; dialect:Sh:gil:Gilgit] | brⁱũ [rice; backstrom1992; dialect:Sh:Haramosh:Haramosh] | brũ [rice; backstrom1992; dialect:Sh:Haramosh:Haramosh] | brũ [rice; backstrom1992; dialect:Sh:Bagrot:Bagrot] | bri̱ũ̱ [rice; backstrom1992; dialect:Sh:Bunji:Bunji] | bi̱u̱ [rice; backstrom1992; dialect:Sh:Bunji:Bunji] | ˈbrĩũ [rice; backstrom1992; dialect:Sh:Rondu:Rondu] | biũ [rice; backstrom1992; dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29] | bĩũ [rice; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | bri̱ũ [rice; backstrom1992; dialect:Sh:Astor:Astor] | brĩũ [rice; backstrom1992; dialect:Sh:KachuraJel:Kachura] | ˈbrĩũ [rice; backstrom1992; dialect:Sh:Satpara:Satpara] | bri̱ũ [rice; backstrom1992; dialect:Sh:Gultari:Gultari] | brʌs [rice; backstrom1992; dialect:Sh:Kharmang:Kharmang] | bri̱ũ [rice; backstrom1992; dialect:Sh:dr:Dras] | biũ [rice; backstrom1992; dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29] | biũ [rice; backstrom1992; dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29] | biũ [rice; backstrom1992; dialect:Sh:Darel:Darel] | ˈbiũ [rice; backstrom1992; dialect:Sh:Tangir:Tangir] | biu [rice; backstrom1992; dialect:Sh:Sazin:Sazin] | biu [rice; backstrom1992; dialect:Sh:Harban:Harban] | briú~ [rice (paddy); schmidt; dialect:Sh:Astor:Astor]		
12241	*śakara	*śakara	Original	dung		CDIAL	"<number>12241</number> <b>*śakara</b>² 'dung'. [~ *<smallcaps><a data-entry=""4955"">chakara-.</a> — <a data-entry=""12248"">śákr̥t</a></smallcaps>-]"	1	12241	*śakara	Sh						šărgū [dung (of cow, horse, donkey); CDIAL; ]		
12249	śakta	śakta	Original	competent, able	Mn Epic	CDIAL	"<number>12249</number> <b>śakta</b> 'competent, able' Mn. [√<smallcaps><a data-entry=""r845"">śak</a></smallcaps>¹]"	2	12249	śakta	Sh						šʌto [strong, powerful (of man, horse, chair); CDIAL; ] | šʌtūk [strong, powerful (of man, horse, chair); CDIAL; ]		
12250	śákti-¹	śákti-¹	Original	power		CDIAL	"<number>12250</number> <b>śákti-¹,</b> <i>śaktí</i>- f. 'power' RV. [√<smallcaps><a data-entry=""r845"">śak</a></smallcaps>¹]"	4	12250	śákti-¹	Sh						šăt [; CDIAL; dialect:Sh:gil:Gilgit] | šătt [strength, violence; CDIAL; dialect:Sh:koh:Kohistani] | šătīlŭ [strong; CDIAL; ] | šat [strength; degener-shina2008; dialect:Sh:gil:Gilgit]		
12258	śaṅkā́	śaṅkā́	Original	fear, distrust	f ŚBr Early-Vedic	CDIAL	"<number>12258</number> <b>śaṅkā́</b> f. 'fear, distrust' ŚBr. 2. <b>*śāṅka-.</b> [√<smallcaps><a data-entry=""r856"">śaṅk</a></smallcaps>]"	1	12258	śaṅkā́	Sh						šo̯ṅ [care, precaution; CDIAL; ]		
12260	śaṅkú	śaṅkú	Original	peg, spike; stake, post; stick, arrow	RV MBh Hariv Early-Vedic Epic Classical	CDIAL	<number>12260</number> <b>śaṅkú</b>¹ m. 'peg, spike' RV., 'stake, post' MBh., 'stick, arrow' Hariv.	5	12260	śaṅkú	Phal;Sv					šōṅ [branch; CDIAL; ] | šóong [branch (of tree); liljegren; ] | šáang [branch (of tree); liljegren; dialect:Phal:biori:Biori] | šʹông [branch; strand; dialect:Palula]		šā̃khe [branch; CDIAL; ]	
12264	śaṅkha	śaṅkha	Original	temporal bone or frontal bone; part of an elephant's head between the tusks	Yājñ lex Classical	CDIAL	<number>12264</number> <b>śaṅkha</b>² m. 'temporal bone or frontal bone' Yājñ., 'part of an elephant's head between the tusks' lex.	1	12264	śaṅkha	Phal					šaṅgīruṛ [inside of throat; CDIAL; ]			
